OBJECTID,location,population,population_white,population_white_only,population_hispanic,population_black,population_asian,population_native,population_native_islander,population_other,population_two_or_more,male_population,population_white_male,population_white_only_male,population_hispanic_male,population_black_male,population_asian_male,population_native_male,population_native_islander_male,population_other_male,population_two_or_more_male,female_population,population_white_female,population_white_only_female,population_hispanic_female,population_black_female,population_asian_female,population_native_female,population_native_islander_female,population_other_female,population_two_or_more_female,pct_white,pct_white_only,pct_hispanic,pct_black,pct_asian,pct_native,pct_native_islander,pct_other,pct_two_or_more,pop_num,pop_white_num,pop_black_num,pop_white_only_num,pop_hispanic_num,pop_native_islander_num,pop_other_num,pop_two_or_more_num,pop_native_num,pop_asian_num,majority_race,GEOIDFQ
2695,"Allen County, Indiana",388791,282728,274650,34095,42329,19328,1209,205,13611,29381,191288,138972,134690,17277,20131,9845,536,93,6765,14946,197503,143756,139960,16818,22198,9483,673,112,6846,14435,72.71979032,70.64206733,8.769493121,10.8873405,4.971308492,0.310963988,0.052727558,3.500852643,7.557016495,388791,282728,42329,274650,34095,205,13611,29381,1209,19328,White,0500000US18003
2696,"Marshall County, Indiana",46225,41653,39466,5346,232,311,138,12,1782,2097,23390,20805,19743,2947,134,84,34,0,1095,1238,22835,20848,19723,2399,98,227,104,12,687,859,90.10924824,85.37804218,11.56517036,0.501892915,0.672796106,0.298539751,0.025959978,3.855056787,4.53650622,46225,41653,232,39466,5346,12,1782,2097,138,311,White,0500000US18099
2697,"Thomas County, Nebraska",626,552,552,25,8,0,0,0,0,66,301,247,247,12,8,0,0,0,0,46,325,305,305,13,0,0,0,0,0,20,88.17891374,88.17891374,3.993610224,1.277955272,0,0,0,0,10.54313099,626,552,8,552,25,0,0,66,0,0,White,0500000US31171
2698,"Lehigh County, Pennsylvania",375408,250651,226834,101194,26043,13190,1246,133,36150,47995,184859,122194,110761,50505,12742,6552,735,93,18448,24095,190549,128457,116073,50689,13301,6638,511,40,17702,23900,66.76762349,60.42332609,26.95573882,6.93725227,3.513510634,0.331905553,0.035428121,9.629523079,12.78475685,375408,250651,26043,226834,101194,133,36150,47995,1246,13190,White,0500000US42077
2699,"Seward County, Nebraska",17636,16789,16579,497,119,82,26,9,83,528,9066,8605,8503,268,85,17,24,9,49,277,8570,8184,8076,229,34,65,2,0,34,251,95.19732366,94.00657746,2.818099342,0.674756181,0.46495804,0.14742572,0.05103198,0.47062826,2.993876162,17636,16789,119,16579,497,9,83,528,26,82,White,0500000US31159
2700,"Chemung County, New York",82805,71013,69933,2982,4913,1263,276,0,819,4521,41061,34450,33971,1661,2985,617,180,0,544,2285,41744,36563,35962,1321,1928,646,96,0,275,2236,85.75931405,84.45504499,3.60123181,5.933216593,1.525270213,0.333313206,0,0.989070708,5.459815229,82805,71013,4913,69933,2982,0,819,4521,276,1263,White,0500000US36015
2701,"Wyoming County, New York",39980,35866,35447,1441,1532,252,62,0,1146,1122,21429,18257,18107,920,1443,185,48,0,814,682,18551,17609,17340,521,89,67,14,0,332,440,89.70985493,88.66183092,3.604302151,3.831915958,0.630315158,0.155077539,0,2.866433217,2.806403202,39980,35866,1532,35447,1441,0,1146,1122,62,252,White,0500000US36121
2702,"Stanislaus County, California",552250,276614,207182,271787,15674,33032,6436,3354,82547,134593,275215,135228,101334,137562,7748,16134,3209,1585,41318,69993,277035,141386,105848,134225,7926,16898,3227,1769,41229,64600,50.08854685,37.51598008,49.21448619,2.838207334,5.981349027,1.165414215,0.607333635,14.94739701,24.37175192,552250,276614,15674,207182,271787,3354,82547,134593,6436,33032,White,0500000US06099
2703,"Northampton County, Pennsylvania",315927,242420,230785,47075,18651,9731,415,22,17144,27544,156368,119510,113655,23562,9328,4637,315,22,8998,13558,159559,122910,117130,23513,9323,5094,100,0,8146,13986,76.73291615,73.05010335,14.90059412,5.903578991,3.080141932,0.13135946,0.006963634,5.426570062,8.718469773,315927,242420,18651,230785,47075,22,17144,27544,415,9731,White,0500000US42095
2704,"Morgan County, Alabama",123742,93264,90086,12626,16262,658,866,42,4733,7917,61066,45838,44269,6822,7908,45,435,21,2625,4194,62676,47426,45817,5804,8354,613,431,21,2108,3723,75.36972087,72.80147403,10.2034879,13.14185968,0.531751548,0.699843222,0.033941588,3.824893731,6.397989365,123742,93264,16262,90086,12626,42,4733,7917,866,658,White,0500000US01103
2705,"Breckinridge County, Kentucky",20722,19564,19305,327,341,0,0,7,124,686,10367,9893,9771,155,140,0,0,0,26,308,10355,9671,9534,172,201,0,0,7,98,378,94.41173632,93.16185696,1.578033008,1.645594055,0,0,0.033780523,0.598397838,3.310491265,20722,19564,341,19305,327,7,124,686,0,0,White,0500000US21027
2706,"Logan County, Nebraska",812,732,727,11,13,0,5,0,13,49,417,370,370,6,7,0,0,0,9,31,395,362,357,5,6,0,5,0,4,18,90.14778325,89.5320197,1.354679803,1.600985222,0,0.615763547,0,1.600985222,6.034482759,812,732,13,727,11,0,13,49,5,0,White,0500000US31113
2707,"Merrick County, Nebraska",7696,7123,7014,417,5,69,26,0,131,342,3944,3603,3538,238,5,18,24,0,65,229,3752,3520,3476,179,0,51,2,0,66,113,92.5545738,91.13825364,5.418399168,0.064968815,0.896569647,0.337837838,0,1.702182952,4.443866944,7696,7123,5,7014,417,0,131,342,26,69,White,0500000US31121
2708,"Sheridan County, Nebraska",5058,4152,4106,260,31,67,534,0,70,204,2541,2055,2045,140,31,20,280,0,60,95,2517,2097,2061,120,0,47,254,0,10,109,82.08778173,81.17833136,5.140371688,0.612890471,1.324634243,10.55753262,0,1.383946224,4.033214709,5058,4152,31,4106,260,0,70,204,534,67,White,0500000US31161
2709,"Carlisle County, Kentucky",4763,4400,4333,133,67,15,8,12,35,226,2424,2224,2188,81,53,0,0,12,24,111,2339,2176,2145,52,14,15,8,0,11,115,92.37875289,90.97207642,2.792357758,1.406676464,0.314927567,0.167961369,0.251942053,0.734830989,4.744908671,4763,4400,67,4333,133,12,35,226,8,15,White,0500000US21039
2710,"Natrona County, Wyoming",79735,71297,67847,7381,480,462,453,17,1641,5385,40342,35983,34270,3975,143,83,249,17,891,2976,39393,35314,33577,3406,337,379,204,0,750,2409,89.41744529,85.09061265,9.256913526,0.601994105,0.579419327,0.568131937,0.021320625,2.058067348,6.753621371,79735,71297,480,67847,7381,17,1641,5385,453,462,White,0500000US56025
2711,"Worth County, Georgia",20575,13907,13732,463,4981,153,114,2,223,1195,9744,6751,6751,119,2389,22,91,2,90,399,10831,7156,6981,344,2592,131,23,0,133,796,67.59173755,66.74119077,2.250303767,24.20899149,0.743620899,0.554070474,0.009720535,1.083839611,5.808019441,20575,13907,4981,13732,463,2,223,1195,114,153,White,0500000US13321
2712,"Morgan County, Indiana",72202,68432,67964,1433,363,430,13,0,527,2437,35981,34189,33957,700,216,142,3,0,306,1125,36221,34243,34007,733,147,288,10,0,221,1312,94.77853799,94.1303565,1.984709565,0.502756156,0.59555137,0.018005041,0,0.729896679,3.375252763,72202,68432,363,67964,1433,0,527,2437,13,430,White,0500000US18109
2713,"Ellis County, Texas",203927,131379,111619,56354,27009,1583,1395,309,15289,26963,101035,64847,54918,28905,13285,661,742,170,7927,13403,102892,66532,56701,27449,13724,922,653,139,7362,13560,64.42452446,54.73478254,27.63439858,13.24444532,0.776258171,0.684068319,0.15152481,7.497290697,13.22188822,203927,131379,27009,111619,56354,309,15289,26963,1395,1583,White,0500000US48139
2714,"Pierce County, Georgia",19996,16928,16409,1035,1965,0,50,0,55,998,10184,8458,8186,608,1129,0,33,0,44,520,9812,8470,8223,427,836,0,17,0,11,478,84.65693139,82.06141228,5.176035207,9.826965393,0,0.25005001,0,0.275055011,4.9909982,19996,16928,1965,16409,1035,0,55,998,50,0,White,0500000US13229
2715,"Grant County, Indiana",66377,56412,55240,3530,3220,603,369,21,718,5034,31901,26924,26382,1766,1583,225,137,21,481,2530,34476,29488,28858,1764,1637,378,232,0,237,2504,84.98726969,83.22159784,5.318107176,4.851077934,0.908447203,0.555915453,0.031637465,1.081699986,7.583952273,66377,56412,3220,55240,3530,21,718,5034,369,603,White,0500000US18053
2716,"Flagler County, Florida",121710,93957,89205,13595,11420,2825,134,151,4101,9122,58808,45718,43558,6443,5773,1190,56,0,2002,4069,62902,48239,45647,7152,5647,1635,78,151,2099,5053,77.19743653,73.2930737,11.16999425,9.382959494,2.321091118,0.110097773,0.124065401,3.369484841,7.494864843,121710,93957,11420,89205,13595,151,4101,9122,134,2825,White,0500000US12035
2717,"Lawrence County, Mississippi",11883,7641,7606,245,3775,36,44,0,142,245,5768,3775,3769,77,1760,28,12,0,35,158,6115,3866,3837,168,2015,8,32,0,107,87,64.30194395,64.00740554,2.061768914,31.76807204,0.3029538,0.370276866,0,1.194984432,2.061768914,11883,7641,3775,7606,245,0,142,245,44,36,White,0500000US28077
2718,"Winn Parish, Louisiana",13506,8607,8271,979,3884,157,30,0,339,489,7339,4453,4243,707,2216,56,27,0,302,285,6167,4154,4028,272,1668,101,3,0,37,204,63.72723234,61.23944913,7.248630238,28.75758922,1.16244632,0.222123501,0,2.509995558,3.620613061,13506,8607,3884,8271,979,0,339,489,30,157,White,0500000US22127
2719,"Henry County, Illinois",48948,43316,42722,3284,1071,192,5,10,1290,3064,24264,21400,21204,1702,501,68,4,10,727,1554,24684,21916,21518,1582,570,124,1,0,563,1510,88.49391191,87.28037918,6.709160742,2.188036283,0.392253003,0.010214922,0.020429844,2.635449865,6.259704176,48948,43316,1071,42722,3284,10,1290,3064,5,192,White,0500000US17073
2720,"Outagamie County, Wisconsin",191537,165850,163624,9773,3040,6809,2130,130,3284,10294,96147,82803,81805,5135,1728,3489,1104,42,1962,5019,95390,83047,81819,4638,1312,3320,1026,88,1322,5275,86.58901413,85.42683659,5.102408412,1.587160705,3.554926724,1.112056678,0.067872004,1.714551236,5.37441852,191537,165850,3040,163624,9773,130,3284,10294,2130,6809,White,0500000US55087
2721,"Lafayette County, Missouri",32974,30218,29941,1096,574,206,81,0,423,1472,16512,15012,14849,610,422,25,42,0,180,831,16462,15206,15092,486,152,181,39,0,243,641,91.64189968,90.80184388,3.323830897,1.740765452,0.624734639,0.245648086,0,1.282828895,4.464123249,32974,30218,574,29941,1096,0,423,1472,81,206,White,0500000US29107
2722,"Wilson County, North Carolina",78648,36231,35211,9354,30889,805,176,0,6436,4111,37533,17362,16859,4971,14239,434,94,0,3413,1991,41115,18869,18352,4383,16650,371,82,0,3023,2120,46.06728715,44.77036924,11.89350015,39.27499746,1.023547961,0.223781914,0,8.183297732,5.227087784,78648,36231,30889,35211,9354,0,6436,4111,176,805,White,0500000US37195
2723,"Morrow County, Ohio",35214,33470,33333,641,188,119,32,0,310,1095,17792,16901,16800,424,135,0,13,0,150,593,17422,16569,16533,217,53,119,19,0,160,502,95.04742432,94.65837451,1.820298745,0.533878571,0.337933776,0.090872948,0,0.880331686,3.109558698,35214,33470,188,33333,641,0,310,1095,32,119,White,0500000US39117
2724,"Granite County, Montana",3419,3170,3163,66,25,22,76,1,22,103,1748,1649,1646,10,0,0,68,1,14,16,1671,1521,1517,56,25,22,8,0,8,87,92.71716876,92.51243054,1.930389003,0.731207956,0.643463001,2.222872185,0.029248318,0.643463001,3.012576777,3419,3170,25,3163,66,1,22,103,76,22,White,0500000US30039
2725,"Foster County, North Dakota",3372,3178,3168,28,12,45,8,7,12,110,1725,1598,1598,18,12,45,8,0,4,58,1647,1580,1570,10,0,0,0,7,8,52,94.24673784,93.95017794,0.830367734,0.355871886,1.334519573,0.237247924,0.207591934,0.355871886,3.262158956,3372,3178,12,3168,28,7,12,110,8,45,White,0500000US38031
2726,"Crawford County, Arkansas",60792,50417,48747,4950,706,709,663,5,1950,6342,29978,24827,24121,2423,351,211,324,0,1304,2961,30814,25590,24626,2527,355,498,339,5,646,3381,82.93360969,80.1865377,8.142518752,1.161337018,1.166271878,1.090604027,0.008224766,3.207658902,10.43229372,60792,50417,706,48747,4950,5,1950,6342,663,709,White,0500000US05033
2727,"Burnet County, Texas",51064,41635,36432,11782,636,346,395,59,2576,5417,25162,20425,17769,6032,362,99,217,56,1350,2653,25902,21210,18663,5750,274,247,178,3,1226,2764,81.53493655,71.34576218,23.07300642,1.245495848,0.677581075,0.773539088,0.115541282,5.044649851,10.60825631,51064,41635,636,36432,11782,59,2576,5417,395,346,White,0500000US48053
2728,"Ste. Genevieve County, Missouri",18551,17473,17434,265,302,10,14,0,33,719,9534,8960,8940,116,172,9,10,0,30,353,9017,8513,8494,149,130,1,4,0,3,366,94.18899251,93.97876125,1.428494421,1.627944585,0.05390545,0.07546763,0,0.177887984,3.875801844,18551,17473,302,17434,265,0,33,719,14,10,White,0500000US29186
2729,"Gray County, Texas",21131,16471,12799,6499,976,233,263,36,1786,1366,11261,8550,6489,3586,748,89,115,36,1005,718,9870,7921,6310,2913,228,144,148,0,781,648,77.94709195,60.569779,30.75576168,4.618806493,1.102645402,1.244616914,0.170365813,8.452037291,6.464436136,21131,16471,976,12799,6499,36,1786,1366,263,233,White,0500000US48179
2730,"McDonough County, Illinois",27102,23610,23245,935,1578,536,9,7,316,1046,13352,11709,11521,463,681,220,6,7,174,555,13750,11901,11724,472,897,316,3,0,142,491,87.11534204,85.76857796,3.449929894,5.822448528,1.977713822,0.033207881,0.025828352,1.165965611,3.859493764,27102,23610,1578,23245,935,7,316,1046,9,536,White,0500000US17109
2731,"Montgomery County, Iowa",10254,9566,9485,177,59,57,32,54,164,322,5026,4654,4596,125,59,10,3,54,123,123,5228,4912,4889,52,0,47,29,0,41,199,93.29042325,92.50048761,1.726155647,0.575385216,0.555880632,0.312073337,0.526623757,1.599375853,3.140237956,10254,9566,59,9485,177,54,164,322,32,57,White,0500000US19137
2732,"Jackson County, Arkansas",16775,12702,12687,515,2468,54,86,0,257,1208,8428,6333,6322,262,1296,0,21,0,131,647,8347,6369,6365,253,1172,54,65,0,126,561,75.71982116,75.63040238,3.070044709,14.7123696,0.321907601,0.51266766,0,1.532041729,7.20119225,16775,12702,2468,12687,515,0,257,1208,86,54,White,0500000US05067
2733,"Hudspeth County, Texas",3331,1219,997,2181,25,0,38,0,300,1749,2031,637,558,1377,19,0,4,0,231,1140,1300,582,439,804,6,0,34,0,69,609,36.59561693,29.93095167,65.47583308,0.750525368,0,1.140798559,0,9.006304413,52.50675473,3331,1219,25,997,2181,0,300,1749,38,0,Hispanic/Latino,0500000US48229
2734,"Newton County, Mississippi",21151,12465,12446,385,6735,92,518,0,818,523,10190,6074,6073,230,2947,25,204,0,521,419,10961,6391,6373,155,3788,67,314,0,297,104,58.93338376,58.8435535,1.820244906,31.84246608,0.434967614,2.449056782,0,3.867429436,2.472696326,21151,12465,6735,12446,385,0,818,523,518,92,White,0500000US28101
2735,"Sampson County, North Carolina",59245,31539,29385,12600,14768,289,1288,0,8816,2545,29578,15511,14467,6733,7288,130,698,0,4629,1322,29667,16028,14918,5867,7480,159,590,0,4187,1223,53.23487214,49.59912229,21.26761752,24.92699806,0.487804878,2.174023124,0,14.88058064,4.295721158,59245,31539,14768,29385,12600,0,8816,2545,1288,289,White,0500000US37163
2736,"Moore County, Tennessee",6611,6096,6092,109,195,27,26,1,84,182,3271,3023,3023,47,80,0,26,1,44,97,3340,3073,3069,62,115,27,0,0,40,85,92.20995311,92.14944789,1.648767206,2.949629406,0.408410225,0.393283921,0.015126305,1.27060959,2.752987445,6611,6096,195,6092,109,1,84,182,26,27,White,0500000US47127
2737,"Pinellas County, Florida",960565,721059,687960,104765,93311,34744,2505,704,25342,82900,463819,349318,332998,51774,44463,15856,1253,330,12522,40077,496746,371741,354962,52991,48848,18888,1252,374,12820,42823,75.06613295,71.62034844,10.90660184,9.714178634,3.617037889,0.260784018,0.073290199,2.638238953,8.630337354,960565,721059,93311,687960,104765,704,25342,82900,2505,34744,White,0500000US12103
2738,"Barranquitas Municipio, Puerto Rico",28984,12281,25,28899,1929,0,1,0,2832,11941,14208,5805,0,14208,1097,0,0,0,1227,6079,14776,6476,25,14691,832,0,1,0,1605,5862,42.37165333,0.086254485,99.70673475,6.655396081,0,0.003450179,0,9.770908087,41.19859233,28984,12281,1929,25,28899,0,2832,11941,1,0,Hispanic/Latino,0500000US72019
2739,"Hamilton County, Illinois",7972,7654,7566,107,4,69,4,37,39,165,4015,3839,3763,76,0,34,0,37,6,99,3957,3815,3803,31,4,35,4,0,33,66,96.01103864,94.90717511,1.342197692,0.050175615,0.865529353,0.050175615,0.464124436,0.489212243,2.069744104,7972,7654,4,7566,107,37,39,165,4,69,White,0500000US17065
2740,"Perry County, Arkansas",10073,9242,9075,332,179,41,20,0,60,531,5120,4716,4580,214,117,17,10,0,24,236,4953,4526,4495,118,62,24,10,0,36,295,91.75022337,90.09232602,3.295939641,1.777027698,0.407028691,0.198550581,0,0.595651742,5.271517919,10073,9242,179,9075,332,0,60,531,20,41,White,0500000US05105
2741,"Cheyenne County, Kansas",2628,2328,2307,239,1,0,23,3,100,173,1377,1201,1185,151,1,0,12,0,47,116,1251,1127,1122,88,0,0,11,3,53,57,88.58447489,87.78538813,9.094368341,0.03805175,0,0.875190259,0.114155251,3.805175038,6.582952816,2628,2328,1,2307,239,3,100,173,23,0,White,0500000US20023
2742,"Delta County, Colorado",31353,27196,25243,4460,252,191,225,0,703,2786,15587,13492,12482,2381,154,32,120,0,295,1494,15766,13704,12761,2079,98,159,105,0,408,1292,86.74130067,80.51223168,14.22511402,0.803750837,0.609192103,0.717634676,0,2.242209677,8.885912034,31353,27196,252,25243,4460,0,703,2786,225,191,White,0500000US08029
2743,"Wayne County, Iowa",6518,6169,6136,84,24,28,0,0,23,274,3274,3114,3106,31,23,9,0,0,19,109,3244,3055,3030,53,1,19,0,0,4,165,94.64559681,94.13930654,1.288738877,0.368211108,0.429579626,0,0,0.352868978,4.20374348,6518,6169,24,6136,84,0,23,274,0,28,White,0500000US19185
2744,"Gaines County, Texas",21904,16823,12465,8723,541,6,0,0,1148,3386,11298,8574,6278,4651,282,6,0,0,588,1848,10606,8249,6187,4072,259,0,0,0,560,1538,76.80332359,56.90741417,39.82377648,2.469868517,0.027392257,0,0,5.241051863,15.45836377,21904,16823,541,12465,8723,0,1148,3386,0,6,White,0500000US48165
2745,"Marion County, Alabama",29190,26682,26358,879,1043,91,223,12,235,904,14414,13190,13041,437,578,31,127,0,142,346,14776,13492,13317,442,465,60,96,12,93,558,91.40801644,90.29804728,3.011305242,3.573141487,0.3117506,0.76396026,0.041109969,0.80507023,3.096951011,29190,26682,1043,26358,879,12,235,904,223,91,White,0500000US01093
2746,"Watauga County, North Carolina",54607,49334,48547,3303,1194,664,201,0,702,2512,27240,24431,24040,1841,787,256,76,0,412,1278,27367,24903,24507,1462,407,408,125,0,290,1234,90.34372883,88.90252165,6.048675078,2.186532862,1.215961324,0.368084678,0,1.285549472,4.600142839,54607,49334,1194,48547,3303,0,702,2512,201,664,White,0500000US37189
2747,"Roanoke city, Virginia",98677,56758,54810,8459,28603,3087,133,95,2334,7667,46512,27036,25790,4032,13286,1487,74,50,1222,3357,52165,29722,29020,4427,15317,1600,59,45,1112,4310,57.51897605,55.54485848,8.572413024,28.98649128,3.128388581,0.134783181,0.096273701,2.365292824,7.76979438,98677,56758,28603,54810,8459,95,2334,7667,133,3087,White,0500000US51770
2748,"Martin County, Texas",5230,3999,2510,2383,64,0,0,0,496,671,3001,2361,1353,1478,3,0,0,0,226,411,2229,1638,1157,905,61,0,0,0,270,260,76.46271511,47.99235182,45.56405354,1.223709369,0,0,0,9.48374761,12.82982792,5230,3999,64,2510,2383,0,496,671,0,0,White,0500000US48317
2749,"Bowie County, Texas",92321,60611,56874,7726,22965,1162,389,173,2208,4813,46392,30440,28058,4627,11429,503,241,107,1078,2594,45929,30171,28816,3099,11536,659,148,66,1130,2219,65.65245177,61.60461867,8.368626856,24.87516383,1.258651878,0.421355921,0.187389651,2.391655203,5.213331745,92321,60611,22965,56874,7726,173,2208,4813,389,1162,White,0500000US48037
2750,"Weber County, Utah",266183,223245,198459,50354,2988,3902,1781,628,13734,19905,134779,112484,99819,25998,1755,1646,943,326,7167,10458,131404,110761,98640,24356,1233,2256,838,302,6567,9447,83.86899238,74.5573534,18.91706082,1.122536,1.465908792,0.669088559,0.235927914,5.159608239,7.47793811,266183,223245,2988,198459,50354,628,13734,19905,1781,3902,White,0500000US49057
2751,"Marion County, Missouri",28493,25518,25473,560,1481,98,60,8,87,1241,13853,12402,12376,267,792,36,9,0,48,566,14640,13116,13097,293,689,62,51,8,39,675,89.55883901,89.40090549,1.965395009,5.197767873,0.343944127,0.210578037,0.028077072,0.305338153,4.355455726,28493,25518,1481,25473,560,8,87,1241,60,98,White,0500000US29127
2752,"Jefferson County, New York",116130,96742,93787,8481,5802,2134,482,273,2565,8132,61091,50102,48399,4920,3803,1017,301,172,1513,4183,55039,46640,45388,3561,1999,1117,181,101,1052,3949,83.3049169,80.76035477,7.303022475,4.996125032,1.837595798,0.415052097,0.235081374,2.208731594,7.002497201,116130,96742,5802,93787,8481,273,2565,8132,482,2134,White,0500000US36045
2753,"Marion County, Indiana",971822,526517,490631,129973,268634,38178,4231,135,55159,78968,470733,256526,238906,66940,125086,19758,2082,83,29654,37544,501089,269991,251725,63033,143548,18420,2149,52,25505,41424,54.17833719,50.48568565,13.374157,27.64230487,3.928497194,0.435367794,0.013891433,5.67583364,8.125767888,971822,526517,268634,490631,129973,135,55159,78968,4231,38178,White,0500000US18097
2754,"Chicot County, Arkansas",9997,4094,3839,628,5338,26,8,0,75,456,5073,2072,1983,360,2581,20,8,0,59,333,4924,2022,1856,268,2757,6,0,0,16,123,40.95228569,38.40152046,6.281884565,53.39601881,0.260078023,0.080024007,0,0.750225068,4.561368411,9997,4094,5338,3839,628,0,75,456,8,26,Black,0500000US05017
2755,"Bibb County, Georgia",156543,56414,54627,6967,85362,3481,239,102,4221,6724,73767,27680,26472,3673,39232,1646,95,56,2089,2969,82776,28734,28155,3294,46130,1835,144,46,2132,3755,36.0373827,34.89584331,4.450534358,54.52942642,2.223670174,0.152673706,0.065157816,2.696383741,4.295305443,156543,56414,85362,54627,6967,102,4221,6724,239,3481,Black,0500000US13021
2756,"Guayanilla Municipio, Puerto Rico",17418,13835,33,17364,407,20,36,0,1992,1128,8203,6390,33,8170,225,0,26,0,1094,468,9215,7445,0,9194,182,20,10,0,898,660,79.42932598,0.18945918,99.68997589,2.336663222,0.114823746,0.206682742,0,11.43644506,6.476059249,17418,13835,407,33,17364,0,1992,1128,36,20,Hispanic/Latino,0500000US72059
2757,"San Sebastián Municipio, Puerto Rico",39168,28126,772,38191,901,0,41,0,6196,3904,19037,13312,368,18464,457,0,26,0,3287,1955,20131,14814,404,19727,444,0,15,0,2909,1949,71.80861928,1.970996732,97.50561683,2.300347222,0,0.104677288,0,15.81903595,9.967320261,39168,28126,901,772,38191,0,6196,3904,41,0,Hispanic/Latino,0500000US72131
2758,"Pope County, Arkansas",63830,53984,51884,6783,1499,636,747,38,2399,4527,31644,26652,25614,3543,883,271,266,9,1355,2208,32186,27332,26270,3240,616,365,481,29,1044,2319,84.57465142,81.28466238,10.62666458,2.348425505,0.996396679,1.170296099,0.059533135,3.758420805,7.092276359,63830,53984,1499,51884,6783,38,2399,4527,747,636,White,0500000US05115
2759,"Southampton County, Virginia",17988,11019,10862,414,5362,130,73,0,69,1335,9427,5736,5604,313,2754,63,56,0,48,770,8561,5283,5258,101,2608,67,17,0,21,565,61.257505,60.38470091,2.301534356,29.8087614,0.722704025,0.405826106,0,0.383589059,7.42161441,17988,11019,5362,10862,414,0,69,1335,73,130,White,0500000US51175
2760,"Gregg County, Texas",124860,76025,69011,24748,24429,1657,296,38,2706,19709,61023,36899,33327,12991,11572,813,129,20,1342,10248,63837,39126,35684,11757,12857,844,167,18,1364,9461,60.88819478,55.27070319,19.82059907,19.56511293,1.327086337,0.237065513,0.030434086,2.167227295,15.78487906,124860,76025,24429,69011,24748,38,2706,19709,296,1657,White,0500000US48183
2761,"Rockland County, New York",338936,217500,205539,67951,37424,20095,1445,42,34009,28421,167624,107926,102043,34458,17886,9503,634,26,18249,13400,171312,109574,103496,33493,19538,10592,811,16,15760,15021,64.17140699,60.64242217,20.04832771,11.04161258,5.928847924,0.426334175,0.01239172,10.03404773,8.385358888,338936,217500,37424,205539,67951,42,34009,28421,1445,20095,White,0500000US36087
2762,"Marion County, Arkansas",17076,16056,15744,446,32,129,77,22,83,677,8478,7989,7850,187,18,62,51,22,31,305,8598,8067,7894,259,14,67,26,0,52,372,94.02670415,92.19957836,2.611852893,0.187397517,0.75544624,0.450925275,0.128835793,0.48606231,3.964628719,17076,16056,32,15744,446,22,83,677,77,129,White,0500000US05089
2763,"Suffolk city, Virginia",96638,45942,44937,4780,40596,1861,269,0,1834,6136,47098,23132,22682,2386,19222,712,76,0,928,3028,49540,22810,22255,2394,21374,1149,193,0,906,3108,47.54030506,46.50034148,4.946294418,42.00831971,1.925743496,0.27835841,0,1.897804176,6.349469153,96638,45942,40596,44937,4780,0,1834,6136,269,1861,White,0500000US51800
2764,"El Paso County, Colorado",736008,534679,488925,134942,43788,20880,7158,2075,32173,95255,374135,272032,248406,68383,23700,9167,3691,1000,16299,48246,361873,262647,240519,66559,20088,11713,3467,1075,15874,47009,72.64581363,66.42930512,18.33431158,5.949391854,2.836925686,0.972543777,0.281926283,4.371284008,12.94211476,736008,534679,43788,488925,134942,2075,32173,95255,7158,20880,White,0500000US08041
2765,"St. Francois County, Missouri",66864,61075,60615,1196,2014,288,208,21,407,2851,35219,31383,31080,557,1837,124,146,13,228,1488,31645,29692,29535,639,177,164,62,8,179,1363,91.3421273,90.65416368,1.788705432,3.012084231,0.430725054,0.311079206,0.031407035,0.608698253,4.263878918,66864,61075,2014,60615,1196,21,407,2851,208,288,White,0500000US29187
2766,"Ward County, Texas",11255,7263,4222,6238,714,178,112,0,1788,1200,5728,3474,2071,3185,490,74,47,0,1050,593,5527,3789,2151,3053,224,104,65,0,738,607,64.53131941,37.51221679,55.42425589,6.343847179,1.581519325,0.995113283,0,15.88627277,10.66192803,11255,7263,714,4222,6238,0,1788,1200,112,178,White,0500000US48475
2767,"Kiowa County, Colorado",1356,1264,1196,133,0,0,6,0,11,75,641,603,575,55,0,0,4,0,8,26,715,661,621,78,0,0,2,0,3,49,93.21533923,88.20058997,9.808259587,0,0,0.442477876,0,0.81120944,5.530973451,1356,1264,0,1196,133,0,11,75,6,0,White,0500000US08061
2768,"Wilbarger County, Texas",12712,8474,7045,3798,787,365,66,0,866,2154,6111,4100,3434,1938,275,183,28,0,564,961,6601,4374,3611,1860,512,182,38,0,302,1193,66.66142228,55.42007552,29.87728131,6.191000629,2.871302706,0.519194462,0,6.812460667,16.94461926,12712,8474,787,7045,3798,0,866,2154,66,365,White,0500000US48487
2769,"Curry County, Oregon",23463,20241,19505,1769,60,166,300,78,240,2378,11474,10025,9560,1054,9,26,168,0,164,1082,11989,10216,9945,715,51,140,132,78,76,1296,86.2677407,83.13088693,7.539530324,0.255721775,0.70749691,1.278608874,0.332438307,1.022887099,10.13510634,23463,20241,60,19505,1769,78,240,2378,300,166,White,0500000US41015
2770,"Teller County, Colorado",24774,21685,20922,1831,236,102,62,11,441,2237,12664,11032,10715,936,129,34,60,11,221,1177,12110,10653,10207,895,107,68,2,0,220,1060,87.5312828,84.45144103,7.390812949,0.952611609,0.411721967,0.250262372,0.044401389,1.780092032,9.029627836,24774,21685,236,20922,1831,11,441,2237,62,102,White,0500000US08119
2771,"Clinton County, Missouri",21259,19810,19603,543,157,90,19,13,245,925,10622,9925,9863,199,101,28,7,13,135,413,10637,9885,9740,344,56,62,12,0,110,512,93.18406322,92.21035797,2.554212334,0.738510748,0.423350111,0.089373912,0.061150572,1.152453079,4.351098358,21259,19810,157,19603,543,13,245,925,19,90,White,0500000US29049
