OBJECTID,location,Metropolitan_Nonmetropolitan,crime_majority,All_Crime,Violent_Crime,Murder_and_Nonnegligent_Manslaughter,Rape,Robbery,Aggravated_Assault,Property_Crime,Burglary,Larceny_theft,Motor_Vehicle_Theft,Arson,pct_violent,pct_murder,pct_rape,pct_robbery,pct_assault,pct_property,pct_burglary,pct_larceny,pct_vehicle,pct_arson,GEOIDFQ
2583,"Nemaha County, Nebraska",Nonmetropolitan County,Property Crimes,58,14,0,3,0,11,15,3,10,2,0,24.13793103,0,5.172413793,0,18.96551724,25.86206897,5.172413793,17.24137931,3.448275862,0,0500000US31127
2584,"Carteret County, North Carolina",Nonmetropolitan County,Property Crimes,803,58,1,11,1,45,343,82,233,28,1,7.222914072,0.124533001,1.369863014,0.124533001,5.603985056,42.71481943,10.2117061,29.01618929,3.486924035,0.124533001,0500000US37031
2585,"Pottawatomie County, Kansas",Metropolitan County,Property Crimes,253,42,0,6,0,36,84,27,52,5,1,16.60079051,0,2.371541502,0,14.22924901,33.20158103,10.67193676,20.55335968,1.976284585,0.395256917,0500000US20149
2586,"Jackson County, Michigan",Metropolitan County,Property Crimes,1071,157,2,21,3,131,376,61,268,47,5,14.65919701,0.186741363,1.960784314,0.280112045,12.23155929,35.10737628,5.695611578,25.02334267,4.388422035,0.466853408,0500000US26075
2587,"Comal County, Texas",Metropolitan County,Property Crimes,1617,129,2,33,8,86,679,141,455,83,1,7.977736549,0.123685838,2.040816327,0.494743352,5.318491033,41.99134199,8.719851577,28.13852814,5.132962276,0.061842919,0500000US48091
2588,"Nantucket County, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,0500000US25019
2589,"Bamberg County, South Carolina",Nonmetropolitan County,Property Crimes,234,9,0,2,0,7,107,26,64,17,2,3.846153846,0,0.854700855,0,2.991452991,45.72649573,11.11111111,27.35042735,7.264957265,0.854700855,0500000US45009
2590,"Aransas County, Texas",Metropolitan County,Property Crimes,304,44,0,16,2,26,108,25,70,13,0,14.47368421,0,5.263157895,0.657894737,8.552631579,35.52631579,8.223684211,23.02631579,4.276315789,0,0500000US48007
2591,"Berrien County, Georgia",Nonmetropolitan County,Property Crimes,302,25,0,7,0,18,124,36,69,19,4,8.278145695,0,2.317880795,0,5.960264901,41.05960265,11.9205298,22.84768212,6.291390728,1.324503311,0500000US13019
2592,"Vermillion County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,0500000US18165
2593,"Bedford County, Virginia",Metropolitan County,Property Crimes,935,91,0,23,1,67,374,72,257,45,5,9.732620321,0,2.459893048,0.106951872,7.165775401,40,7.700534759,27.48663102,4.812834225,0.534759358,0500000US51019
2594,"Mora County, New Mexico",Nonmetropolitan County,Property Crimes,42,10,0,0,0,10,11,2,7,2,0,23.80952381,0,0,0,23.80952381,26.19047619,4.761904762,16.66666667,4.761904762,0,0500000US35033
2595,"Boone County, Nebraska",Nonmetropolitan County,Violent Crimes,14,4,0,2,0,2,3,1,0,2,0,28.57142857,0,14.28571429,0,14.28571429,21.42857143,7.142857143,0,14.28571429,0,0500000US31011
2596,"Oregon County, Missouri",Nonmetropolitan County,Property Crimes,64,10,0,3,0,7,22,9,9,4,0,15.625,0,4.6875,0,10.9375,34.375,14.0625,14.0625,6.25,0,0500000US29149
2597,"Houston County, Tennessee",Nonmetropolitan County,Property Crimes,120,25,0,0,0,25,35,16,15,4,0,20.83333333,0,0,0,20.83333333,29.16666667,13.33333333,12.5,3.333333333,0,0500000US47083
2598,"Wyoming County, Pennsylvania",Metropolitan County,Violent Crimes,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0500000US42131
2599,"Lenoir County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,0500000US37107
2600,"Lemhi County, Idaho",Nonmetropolitan County,Violent Crimes,22,7,0,0,0,7,4,1,3,0,0,31.81818182,0,0,0,31.81818182,18.18181818,4.545454545,13.63636364,0,0,0500000US16059
2601,"Ohio County, Kentucky",Nonmetropolitan County,Property Crimes,180,17,0,3,0,14,72,22,42,8,2,9.444444444,0,1.666666667,0,7.777777778,40,12.22222222,23.33333333,4.444444444,1.111111111,0500000US21183
2602,"Sarpy County, Nebraska",Metropolitan County,Property Crimes,1416,27,1,15,4,7,679,93,496,90,4,1.906779661,0.070621469,1.059322034,0.282485876,0.494350282,47.9519774,6.56779661,35.02824859,6.355932203,0.282485876,0500000US31153
2603,"Colquitt County, Georgia",,,,,,,,,,,,,,,,,,,,,,,,0500000US13071
2604,"Stanley County, South Dakota",Nonmetropolitan County,Property Crimes,24,4,0,2,0,2,8,0,7,1,0,16.66666667,0,8.333333333,0,8.333333333,33.33333333,0,29.16666667,4.166666667,0,0500000US46117
2605,"Washoe County, Nevada",Metropolitan County,Property Crimes,2210,405,1,50,19,335,690,142,449,99,20,18.32579186,0.045248869,2.262443439,0.859728507,15.15837104,31.22171946,6.425339367,20.31674208,4.479638009,0.904977376,0500000US32031
2606,"Hawkins County, Tennessee",Metropolitan County,Property Crimes,618,51,0,4,6,41,254,64,138,52,8,8.252427184,0,0.647249191,0.970873786,6.634304207,41.10032362,10.35598706,22.33009709,8.414239482,1.294498382,0500000US47073
2607,"Bowman County, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,0500000US38011
2608,"Fulton County, Pennsylvania",,,,,,,,,,,,,,,,,,,,,,,,0500000US42057
2609,"Lafayette Parish, Louisiana",Metropolitan County,Property Crimes,2060,219,5,26,16,172,810,198,544,68,2,10.63106796,0.242718447,1.262135922,0.776699029,8.349514563,39.32038835,9.611650485,26.40776699,3.300970874,0.097087379,0500000US22055
2610,"Jack County, Texas",Nonmetropolitan County,Property Crimes,58,8,1,1,0,6,21,5,11,5,0,13.79310345,1.724137931,1.724137931,0,10.34482759,36.20689655,8.620689655,18.96551724,8.620689655,0,0500000US48237
2611,"Stark County, Illinois",,,,,,,,,,,,,,,,,,,,,,,,0500000US17175
2612,"Greer County, Oklahoma",Nonmetropolitan County,Property Crimes,43,8,0,3,0,5,13,4,6,3,1,18.60465116,0,6.976744186,0,11.62790698,30.23255814,9.302325581,13.95348837,6.976744186,2.325581395,0500000US40055
2613,"Hemphill County, Texas",Nonmetropolitan County,Property Crimes,40,8,0,3,1,4,12,3,9,0,0,20,0,7.5,2.5,10,30,7.5,22.5,0,0,0500000US48211
2614,"Nez Perce County, Idaho",Metropolitan County,Property Crimes,84,9,0,1,0,8,33,8,21,4,0,10.71428571,0,1.19047619,0,9.523809524,39.28571429,9.523809524,25,4.761904762,0,0500000US16069
2615,"Walworth County, South Dakota",Nonmetropolitan County,Property Crimes,6,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,50,0,50,0,0,0500000US46129
2616,"Napa County, California",Metropolitan County,Property Crimes,465,74,1,8,3,62,158,28,126,4,1,15.91397849,0.215053763,1.720430108,0.64516129,13.33333333,33.97849462,6.021505376,27.09677419,0.860215054,0.215053763,0500000US06055
2617,"Cotton County, Oklahoma",Metropolitan County,Property Crimes,85,9,0,1,0,8,33,6,22,5,1,10.58823529,0,1.176470588,0,9.411764706,38.82352941,7.058823529,25.88235294,5.882352941,1.176470588,0500000US40033
2618,"Washington County, Missouri",,,,,,,,,,,,,,,,,,,,,,,,0500000US29221
2619,"Cayuga County, New York",Nonmetropolitan County,Property Crimes,201,13,0,6,0,7,87,12,69,6,1,6.467661692,0,2.985074627,0,3.482587065,43.28358209,5.970149254,34.32835821,2.985074627,0.497512438,0500000US36011
2620,"Shackelford County, Texas",Nonmetropolitan County,Property Crimes,26,6,2,0,1,3,7,1,5,1,0,23.07692308,7.692307692,0,3.846153846,11.53846154,26.92307692,3.846153846,19.23076923,3.846153846,0,0500000US48417
2621,"San Jacinto County, Texas",Metropolitan County,Property Crimes,468,23,0,2,1,20,211,17,184,10,0,4.914529915,0,0.427350427,0.213675214,4.273504274,45.08547009,3.632478632,39.31623932,2.136752137,0,0500000US48407
2622,"Liberty County, Georgia",,,,,,,,,,,,,,,,,,,,,,,,0500000US13179
2623,"Navarro County, Texas",Nonmetropolitan County,Property Crimes,421,39,1,9,1,28,171,61,92,18,1,9.263657957,0.237529691,2.137767221,0.237529691,6.650831354,40.6175772,14.48931116,21.85273159,4.275534442,0.237529691,0500000US48349
2624,"Brooks County, Texas",Nonmetropolitan County,Property Crimes,42,10,0,0,0,10,11,2,6,3,0,23.80952381,0,0,0,23.80952381,26.19047619,4.761904762,14.28571429,7.142857143,0,0500000US48047
2625,"Williamson County, Tennessee",Metropolitan County,Property Crimes,714,125,1,13,1,110,231,31,179,21,2,17.5070028,0.140056022,1.820728291,0.140056022,15.40616246,32.35294118,4.341736695,25.07002801,2.941176471,0.280112045,0500000US47187
2626,"Laramie County, Wyoming",Metropolitan County,Property Crimes,643,53,0,18,1,34,268,54,185,29,1,8.242612753,0,2.799377916,0.155520995,5.287713841,41.67962675,8.398133748,28.77138414,4.510108865,0.155520995,0500000US56021
2627,"Asotin County, Washington",Metropolitan County,Property Crimes,168,10,0,3,1,6,74,13,54,7,0,5.952380952,0,1.785714286,0.595238095,3.571428571,44.04761905,7.738095238,32.14285714,4.166666667,0,0500000US53003
2628,"Traverse County, Minnesota",Nonmetropolitan County,Property Crimes,22,4,1,0,0,3,7,3,3,1,0,18.18181818,4.545454545,0,0,13.63636364,31.81818182,13.63636364,13.63636364,4.545454545,0,0500000US27155
2629,"Cass County, Illinois",Nonmetropolitan County,Violent Crimes,4,1,0,1,0,0,1,1,0,0,0,25,0,25,0,0,25,25,0,0,0,0500000US17017
2630,"Rockdale County, Georgia",Metropolitan County,Property Crimes,1710,129,5,11,14,99,726,84,530,112,0,7.543859649,0.292397661,0.643274854,0.81871345,5.789473684,42.45614035,4.912280702,30.99415205,6.549707602,0,0500000US13247
2631,"Juniata County, Pennsylvania",Nonmetropolitan County,Violent Crimes,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0500000US42067
2632,"McKean County, Pennsylvania",,,,,,,,,,,,,,,,,,,,,,,,0500000US42083
2633,"Garvin County, Oklahoma",Nonmetropolitan County,Property Crimes,409,39,2,3,7,27,165,51,95,19,1,9.535452323,0.488997555,0.733496333,1.711491443,6.601466993,40.34229829,12.46943765,23.22738386,4.645476773,0.244498778,0500000US40049
2634,"Burt County, Nebraska",,,,,,,,,,,,,,,,,,,,,,,,0500000US31021
2635,"San Juan County, New Mexico",Metropolitan County,Property Crimes,1461,271,4,40,7,220,457,80,293,84,5,18.54893908,0.273785079,2.737850787,0.479123888,15.05817933,31.27994524,5.475701574,20.05475702,5.749486653,0.342231348,0500000US35045
2636,"Orleans County, New York",,,,,,,,,,,,,,,,,,,,,,,,0500000US36073
2637,"De Soto Parish, Louisiana",Metropolitan County,Property Crimes,447,71,1,6,2,62,152,43,88,21,1,15.8836689,0.223713647,1.342281879,0.447427293,13.87024609,34.00447427,9.619686801,19.68680089,4.697986577,0.223713647,0500000US22031
2638,"Fresno County, California",Metropolitan County,Property Crimes,8064,1174,10,42,113,1009,2857,805,1268,784,2,14.55853175,0.124007937,0.520833333,1.401289683,12.51240079,35.42906746,9.982638889,15.72420635,9.722222222,0.024801587,0500000US06019
2639,"Iowa County, Iowa",Nonmetropolitan County,Property Crimes,90,6,0,2,0,4,39,6,28,5,0,6.666666667,0,2.222222222,0,4.444444444,43.33333333,6.666666667,31.11111111,5.555555556,0,0500000US19095
2640,"Buffalo County, Nebraska",Nonmetropolitan County,Property Crimes,171,23,0,1,0,22,61,9,47,5,3,13.4502924,0,0.584795322,0,12.86549708,35.67251462,5.263157895,27.48538012,2.923976608,1.754385965,0500000US31019
2641,"Beaver County, Oklahoma",Nonmetropolitan County,Property Crimes,42,6,0,3,0,3,15,1,14,0,0,14.28571429,0,7.142857143,0,7.142857143,35.71428571,2.380952381,33.33333333,0,0,0500000US40007
2642,"Butler County, Iowa",Nonmetropolitan County,Property Crimes,28,2,0,0,0,2,12,4,6,2,0,7.142857143,0,0,0,7.142857143,42.85714286,14.28571429,21.42857143,7.142857143,0,0500000US19023
2643,"Roosevelt County, Montana",Nonmetropolitan County,Property Crimes,134,25,0,1,3,21,42,13,22,7,0,18.65671642,0,0.746268657,2.23880597,15.67164179,31.34328358,9.701492537,16.41791045,5.223880597,0,0500000US30085
2644,"Barceloneta Municipio, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,0500000US72017
2645,"Hopewell city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,0500000US51670
2646,"Winnebago County, Illinois",Metropolitan County,Property Crimes,803,131,1,31,7,92,269,92,154,23,3,16.31382316,0.124533001,3.860523039,0.871731009,11.45703611,33.49937733,11.45703611,19.17808219,2.864259029,0.373599004,0500000US17201
2647,"Gila County, Arizona",Nonmetropolitan County,Property Crimes,322,54,0,6,2,46,106,38,50,18,2,16.77018634,0,1.863354037,0.621118012,14.28571429,32.91925466,11.80124224,15.52795031,5.590062112,0.621118012,0500000US04007
2648,"Wicomico County, Maryland",Metropolitan County,Property Crimes,1044,71,1,5,5,60,450,139,273,38,2,6.800766284,0.095785441,0.478927203,0.478927203,5.747126437,43.10344828,13.31417625,26.14942529,3.639846743,0.191570881,0500000US24045
2649,"Carter County, Kentucky",Metropolitan County,Property Crimes,72,3,0,0,0,3,33,6,15,12,0,4.166666667,0,0,0,4.166666667,45.83333333,8.333333333,20.83333333,16.66666667,0,0500000US21043
2650,"Iredell County, North Carolina",Metropolitan County,Property Crimes,1556,185,2,8,9,166,587,194,324,69,12,11.88946015,0.128534704,0.514138817,0.57840617,10.66838046,37.72493573,12.46786632,20.82262211,4.434447301,0.771208226,0500000US37097
2651,"Halifax County, Virginia",Nonmetropolitan County,Property Crimes,395,27,1,4,0,22,169,46,106,17,3,6.835443038,0.253164557,1.012658228,0,5.569620253,42.78481013,11.64556962,26.83544304,4.303797468,0.759493671,0500000US51083
2652,"Hertford County, North Carolina",Nonmetropolitan County,Property Crimes,162,13,3,4,2,4,67,21,36,10,2,8.024691358,1.851851852,2.469135802,1.234567901,2.469135802,41.35802469,12.96296296,22.22222222,6.172839506,1.234567901,0500000US37091
2653,"Montgomery County, New York",Nonmetropolitan County,Property Crimes,490,14,0,3,2,9,231,23,201,7,0,2.857142857,0,0.612244898,0.408163265,1.836734694,47.14285714,4.693877551,41.02040816,1.428571429,0,0500000US36057
2654,"Gilmer County, Georgia",Nonmetropolitan County,Property Crimes,472,62,1,12,1,48,174,39,111,24,0,13.13559322,0.211864407,2.542372881,0.211864407,10.16949153,36.86440678,8.262711864,23.51694915,5.084745763,0,0500000US13123
2655,"Roseau County, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,0500000US27135
2656,"Madison County, Mississippi",Metropolitan County,Property Crimes,380,63,1,2,2,58,127,20,99,8,0,16.57894737,0.263157895,0.526315789,0.526315789,15.26315789,33.42105263,5.263157895,26.05263158,2.105263158,0,0500000US28089
2657,"Howard County, Texas",Nonmetropolitan County,Property Crimes,665,44,0,3,1,40,288,40,214,34,1,6.616541353,0,0.45112782,0.15037594,6.015037594,43.30827068,6.015037594,32.18045113,5.112781955,0.15037594,0500000US48227
2658,"Wayne County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,0500000US54099
2659,"Hardee County, Florida",Nonmetropolitan County,Property Crimes,456,51,0,8,2,41,177,32,138,7,0,11.18421053,0,1.754385965,0.438596491,8.99122807,38.81578947,7.01754386,30.26315789,1.535087719,0,0500000US12049
2660,"Clermont County, Ohio",Metropolitan County,Property Crimes,708,35,2,10,0,23,318,41,264,13,2,4.943502825,0.282485876,1.412429379,0,3.248587571,44.91525424,5.790960452,37.28813559,1.836158192,0.282485876,0500000US39025
2661,"Yoakum County, Texas",Nonmetropolitan County,Property Crimes,102,12,0,1,0,11,39,4,26,9,0,11.76470588,0,0.980392157,0,10.78431373,38.23529412,3.921568627,25.49019608,8.823529412,0,0500000US48501
2662,"Yamhill County, Oregon",Metropolitan County,Property Crimes,719,62,1,8,0,53,295,74,193,28,5,8.623087622,0.139082058,1.112656467,0,7.371349096,41.02920723,10.29207232,26.84283727,3.894297636,0.695410292,0500000US41071
2663,"Louisa County, Iowa",Nonmetropolitan County,Property Crimes,109,18,0,0,0,18,36,7,26,3,1,16.51376147,0,0,0,16.51376147,33.02752294,6.422018349,23.85321101,2.752293578,0.917431193,0500000US19115
2664,"Elk County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,0500000US20049
2665,"Noble County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,0500000US39121
2666,"Putnam County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,0500000US39137
2667,"Somervell County, Texas",Nonmetropolitan County,Property Crimes,111,3,0,1,0,2,52,16,33,3,1,2.702702703,0,0.900900901,0,1.801801802,46.84684685,14.41441441,29.72972973,2.702702703,0.900900901,0500000US48425
2668,"Lebanon County, Pennsylvania",,,,,,,,,,,,,,,,,,,,,,,,0500000US42075
2669,"Glacier County, Montana",Nonmetropolitan County,Property Crimes,42,4,0,0,0,4,17,1,9,7,0,9.523809524,0,0,0,9.523809524,40.47619048,2.380952381,21.42857143,16.66666667,0,0500000US30035
2670,"Pershing County, Nevada",,,,,,,,,,,,,,,,,,,,,,,,0500000US32027
2671,"Mahnomen County, Minnesota",Nonmetropolitan County,Violent Crimes,146,38,0,0,0,38,34,10,15,9,2,26.02739726,0,0,0,26.02739726,23.28767123,6.849315068,10.2739726,6.164383562,1.369863014,0500000US27087
2672,"Passaic County, New Jersey",Metropolitan County,Property Crimes,32,1,0,0,0,1,15,3,8,4,0,3.125,0,0,0,3.125,46.875,9.375,25,12.5,0,0500000US34031
2673,"Lake County, Montana",Nonmetropolitan County,Property Crimes,536,78,1,12,2,63,189,24,108,57,2,14.55223881,0.186567164,2.23880597,0.373134328,11.75373134,35.26119403,4.47761194,20.14925373,10.63432836,0.373134328,0500000US30047
2674,"Kenedy County, Texas",Nonmetropolitan County,Property Crimes,6,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,50,0,0,50,0,0500000US48261
2675,"Borden County, Texas",Nonmetropolitan County,Property Crimes,30,0,0,0,0,0,15,2,11,2,0,0,0,0,0,0,50,6.666666667,36.66666667,6.666666667,0,0500000US48033
2676,"Perry County, Missouri",Nonmetropolitan County,Violent Crimes,102,28,0,2,0,26,23,0,18,5,0,27.45098039,0,1.960784314,0,25.49019608,22.54901961,0,17.64705882,4.901960784,0,0500000US29157
2677,"San Saba County, Texas",,,,,,,,,,,,,,,,,,,,,,,,0500000US48411
2678,"Kingfisher County, Oklahoma",Nonmetropolitan County,Property Crimes,112,6,1,3,0,2,49,3,37,9,2,5.357142857,0.892857143,2.678571429,0,1.785714286,43.75,2.678571429,33.03571429,8.035714286,1.785714286,0500000US40073
2679,"Burleson County, Texas",Metropolitan County,Property Crimes,183,28,0,6,0,22,62,18,39,5,3,15.30054645,0,3.278688525,0,12.02185792,33.87978142,9.836065574,21.31147541,2.732240437,1.639344262,0500000US48051
2680,"Fulton County, New York",Nonmetropolitan County,Property Crimes,432,23,0,2,1,20,193,26,146,21,0,5.324074074,0,0.462962963,0.231481481,4.62962963,44.67592593,6.018518519,33.7962963,4.861111111,0,0500000US36035
2681,"Sunflower County, Mississippi",Nonmetropolitan County,Property Crimes,121,6,1,2,1,2,54,9,31,14,1,4.958677686,0.826446281,1.652892562,0.826446281,1.652892562,44.62809917,7.438016529,25.61983471,11.57024793,0.826446281,0500000US28133
2682,"Jim Hogg County, Texas",Nonmetropolitan County,Property Crimes,60,3,0,0,0,3,27,16,8,3,0,5,0,0,0,5,45,26.66666667,13.33333333,5,0,0500000US48247
2683,"Cheyenne County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,0500000US08017
2684,"Clackamas County, Oregon",Metropolitan County,Property Crimes,9356,536,9,74,89,364,4127,478,3195,454,30,5.728943993,0.096194955,0.790936298,0.951261223,3.890551518,44.11073108,5.109020949,34.14920906,4.852501069,0.32064985,0500000US41005
2685,"Polk County, Arkansas",Nonmetropolitan County,Violent Crimes,172,57,0,3,0,54,29,11,18,0,0,33.13953488,0,1.744186047,0,31.39534884,16.86046512,6.395348837,10.46511628,0,0,0500000US05113
2686,"Macon County, Georgia",,,,,,,,,,,,,,,,,,,,,,,,0500000US13193
2687,"Benton County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,0500000US18007
2688,"Morgan County, Tennessee",Metropolitan County,Property Crimes,322,56,0,3,0,53,103,25,54,24,4,17.39130435,0,0.931677019,0,16.45962733,31.98757764,7.763975155,16.77018634,7.453416149,1.242236025,0500000US47129
2689,"Douglas County, South Dakota",,,,,,,,,,,,,,,,,,,,,,,,0500000US46043
2690,"Worcester County, Maryland",Nonmetropolitan County,Property Crimes,396,32,0,10,0,22,166,31,127,8,0,8.080808081,0,2.525252525,0,5.555555556,41.91919192,7.828282828,32.07070707,2.02020202,0,0500000US24047
2691,"Wabash County, Illinois",,,,,,,,,,,,,,,,,,,,,,,,0500000US17185
2692,"Huntington County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,0500000US18069
2693,"Scott County, Kentucky",Metropolitan County,Property Crimes,168,17,0,8,0,9,67,6,48,13,0,10.11904762,0,4.761904762,0,5.357142857,39.88095238,3.571428571,28.57142857,7.738095238,0,0500000US21209
2694,"Decatur County, Iowa",,,,,,,,,,,,,,,,,,,,,,,,0500000US19053
2695,"Wabash County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,0500000US18169
2696,"Allen County, Indiana",Metropolitan County,Property Crimes,1478,104,4,17,4,79,634,84,509,41,2,7.036535859,0.270635995,1.150202977,0.270635995,5.345060893,42.89580514,5.683355886,34.43843031,2.774018945,0.135317997,0500000US18003
2697,"Marshall County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,0500000US18099
2698,"Thomas County, Nebraska",Nonmetropolitan County,Violent Crimes,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0500000US31171
2699,"Lehigh County, Pennsylvania",Metropolitan County,Violent Crimes,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0500000US42077
2700,"Seward County, Nebraska",Metropolitan County,Property Crimes,40,9,0,1,0,8,11,1,9,1,0,22.5,0,2.5,0,20,27.5,2.5,22.5,2.5,0,0500000US31159
2701,"Chemung County, New York",Metropolitan County,Property Crimes,285,16,1,2,1,12,126,9,111,6,1,5.614035088,0.350877193,0.701754386,0.350877193,4.210526316,44.21052632,3.157894737,38.94736842,2.105263158,0.350877193,0500000US36015
2702,"Wyoming County, New York",Nonmetropolitan County,Property Crimes,178,6,0,2,0,4,83,17,62,4,0,3.370786517,0,1.123595506,0,2.247191011,46.62921348,9.550561798,34.83146067,2.247191011,0,0500000US36121
2703,"Stanislaus County, California",Metropolitan County,Property Crimes,2532,383,3,21,86,273,878,327,536,15,10,15.12638231,0.118483412,0.829383886,3.396524487,10.78199052,34.67614534,12.91469194,21.16903633,0.592417062,0.394944708,0500000US06099
2704,"Northampton County, Pennsylvania",Metropolitan County,Violent Crimes,2,1,0,0,0,1,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0500000US42095
2705,"Morgan County, Alabama",,,,,,,,,,,,,,,,,,,,,,,,0500000US01103
2706,"Breckinridge County, Kentucky",Nonmetropolitan County,Property Crimes,78,4,0,3,0,1,35,14,16,5,0,5.128205128,0,3.846153846,0,1.282051282,44.87179487,17.94871795,20.51282051,6.41025641,0,0500000US21027
2707,"Logan County, Nebraska",,,,,,,,,,,,,,,,,,,,,,,,0500000US31113
2708,"Merrick County, Nebraska",Metropolitan County,Property Crimes,20,4,1,0,0,3,6,1,3,2,0,20,5,0,0,15,30,5,15,10,0,0500000US31121
2709,"Sheridan County, Nebraska",,,,,,,,,,,,,,,,,,,,,,,,0500000US31161
2710,"Carlisle County, Kentucky",Metropolitan County,Property Crimes,18,3,0,0,0,3,6,1,3,2,0,16.66666667,0,0,0,16.66666667,33.33333333,5.555555556,16.66666667,11.11111111,0,0500000US21039
2711,"Natrona County, Wyoming",Metropolitan County,Property Crimes,112,5,0,2,0,3,51,6,31,14,0,4.464285714,0,1.785714286,0,2.678571429,45.53571429,5.357142857,27.67857143,12.5,0,0500000US56025
2712,"Worth County, Georgia",Metropolitan County,Property Crimes,312,52,0,6,1,45,104,30,58,16,0,16.66666667,0,1.923076923,0.320512821,14.42307692,33.33333333,9.615384615,18.58974359,5.128205128,0,0500000US13321
2713,"Morgan County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,0500000US18109
2714,"Ellis County, Texas",Metropolitan County,Property Crimes,1022,120,1,25,2,92,391,87,244,60,0,11.74168297,0.097847358,2.446183953,0.195694716,9.001956947,38.25831703,8.512720157,23.87475538,5.870841487,0,0500000US48139
2715,"Pierce County, Georgia",Nonmetropolitan County,Property Crimes,255,25,0,5,0,20,102,19,69,14,1,9.803921569,0,1.960784314,0,7.843137255,40,7.450980392,27.05882353,5.490196078,0.392156863,0500000US13229
2716,,,,,,,,,,,,,,,,,,,,,,,,,0500000US60010
2717,"Grant County, Indiana",Nonmetropolitan County,Property Crimes,201,8,0,3,0,5,92,19,55,18,1,3.980099502,0,1.492537313,0,2.487562189,45.77114428,9.452736318,27.36318408,8.955223881,0.497512438,0500000US18053
2718,"Flagler County, Florida",Metropolitan County,Property Crimes,1754,147,0,41,5,101,726,81,613,32,8,8.380843786,0,2.337514253,0.285062714,5.758266819,41.39110604,4.618015964,34.94868871,1.824401368,0.456100342,0500000US12035
2719,"Lawrence County, Mississippi",,,,,,,,,,,,,,,,,,,,,,,,0500000US28077
2720,"Winn Parish, Louisiana",Nonmetropolitan County,Property Crimes,113,20,4,0,0,16,35,5,23,7,3,17.69911504,3.539823009,0,0,14.15929204,30.97345133,4.424778761,20.3539823,6.194690265,2.654867257,0500000US22127
2721,"Henry County, Illinois",Metropolitan County,Property Crimes,158,14,0,4,0,10,64,14,41,9,2,8.860759494,0,2.53164557,0,6.329113924,40.50632911,8.860759494,25.94936709,5.696202532,1.265822785,0500000US17073
2722,"Outagamie County, Wisconsin",Metropolitan County,Property Crimes,410,38,0,7,1,30,167,30,127,10,0,9.268292683,0,1.707317073,0.243902439,7.317073171,40.73170732,7.317073171,30.97560976,2.43902439,0,0500000US55087
2723,"Lafayette County, Missouri",Metropolitan County,Property Crimes,195,39,0,4,1,34,58,13,36,9,1,20,0,2.051282051,0.512820513,17.43589744,29.74358974,6.666666667,18.46153846,4.615384615,0.512820513,0500000US29107
2724,"Wilson County, North Carolina",Nonmetropolitan County,Property Crimes,648,49,4,1,4,40,274,40,193,41,2,7.561728395,0.617283951,0.154320988,0.617283951,6.172839506,42.28395062,6.172839506,29.78395062,6.327160494,0.308641975,0500000US37195
2725,"Morrow County, Ohio",Metropolitan County,Property Crimes,214,49,0,10,1,38,57,16,40,1,2,22.89719626,0,4.672897196,0.46728972,17.75700935,26.63551402,7.476635514,18.69158879,0.46728972,0.934579439,0500000US39117
2726,"Granite County, Montana",Nonmetropolitan County,Property Crimes,72,6,0,2,0,4,30,3,24,3,0,8.333333333,0,2.777777778,0,5.555555556,41.66666667,4.166666667,33.33333333,4.166666667,0,0500000US30039
2727,"Foster County, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,0500000US38031
2728,"Crawford County, Arkansas",Metropolitan County,Property Crimes,579,70,0,8,1,61,219,32,158,29,1,12.08981002,0,1.381692573,0.172711572,10.53540587,37.8238342,5.526770294,27.28842832,5.008635579,0.172711572,0500000US05033
2729,"Burnet County, Texas",Nonmetropolitan County,Property Crimes,399,58,0,19,1,38,141,44,84,13,1,14.53634085,0,4.761904762,0.250626566,9.523809524,35.33834586,11.02756892,21.05263158,3.258145363,0.250626566,0500000US48053
