OBJECTID,location,Metropolitan_Nonmetropolitan,crime_majority,All_Crime,Violent_Crime,Murder_and_Nonnegligent_Manslaughter,Rape,Robbery,Aggravated_Assault,Property_Crime,Burglary,Larceny_theft,Motor_Vehicle_Theft,Arson,pct_violent,pct_murder,pct_rape,pct_robbery,pct_assault,pct_property,pct_burglary,pct_larceny,pct_vehicle,pct_arson,GEOIDFQ
594,"Belknap County, New Hampshire",Nonmetropolitan County,Property Crimes,20,2,0,1,0,1,8,0,8,0,0,10,0,5,0,5,40,0,40,0,0,0500000US33001
595,"Richmond County, Virginia",Nonmetropolitan County,Property Crimes,54,12,1,1,0,10,15,3,12,0,0,22.22222222,1.851851852,1.851851852,0,18.51851852,27.77777778,5.555555556,22.22222222,0,0,0500000US51159
596,"Skagway Municipality, Alaska",,,,,,,,,,,,,,,,,,,,,,,,0500000US02230
597,"Hoonah-Angoon Census Area, Alaska",,,,,,,,,,,,,,,,,,,,,,,,0500000US02105
598,"Pettis County, Missouri",Nonmetropolitan County,Property Crimes,451,58,0,15,0,43,167,33,110,24,1,12.86031042,0,3.32594235,0,9.534368071,37.02882483,7.317073171,24.3902439,5.321507761,0.22172949,0500000US29159
599,"Missoula County, Montana",Metropolitan County,Property Crimes,552,132,0,9,1,122,142,52,67,23,4,23.91304348,0,1.630434783,0.18115942,22.10144928,25.72463768,9.420289855,12.13768116,4.166666667,0.724637681,0500000US30063
600,"Chautauqua County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,0500000US20019
601,"Upshur County, Texas",Metropolitan County,Property Crimes,404,38,0,11,2,25,164,64,73,27,0,9.405940594,0,2.722772277,0.495049505,6.188118812,40.59405941,15.84158416,18.06930693,6.683168317,0,0500000US48459
602,"Culpeper County, Virginia",Metropolitan County,Property Crimes,249,16,0,1,0,15,108,6,84,18,1,6.425702811,0,0.401606426,0,6.024096386,43.37349398,2.409638554,33.73493976,7.228915663,0.401606426,0500000US51047
603,"Haskell County, Oklahoma",Nonmetropolitan County,Property Crimes,108,9,0,1,0,8,43,12,26,5,4,8.333333333,0,0.925925926,0,7.407407407,39.81481481,11.11111111,24.07407407,4.62962963,3.703703704,0500000US40061
604,"Ohio County, West Virginia",Metropolitan County,Property Crimes,380,44,0,3,1,40,146,32,110,4,0,11.57894737,0,0.789473684,0.263157895,10.52631579,38.42105263,8.421052632,28.94736842,1.052631579,0,0500000US54069
605,"Morgan County, West Virginia",Metropolitan County,Property Crimes,119,16,0,3,0,13,43,10,27,6,1,13.44537815,0,2.521008403,0,10.92436975,36.13445378,8.403361345,22.68907563,5.042016807,0.840336134,0500000US54065
606,"Rockingham County, Virginia",Metropolitan County,Property Crimes,636,57,0,23,1,33,260,50,202,8,2,8.962264151,0,3.616352201,0.157232704,5.188679245,40.88050314,7.86163522,31.76100629,1.257861635,0.314465409,0500000US51165
607,"Whitley County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,0500000US18183
608,"Apache County, Arizona",Nonmetropolitan County,Property Crimes,252,47,6,2,1,38,79,35,36,8,0,18.65079365,2.380952381,0.793650794,0.396825397,15.07936508,31.34920635,13.88888889,14.28571429,3.174603175,0,0500000US04001
609,"Macon County, Missouri",,,,,,,,,,,,,,,,,,,,,,,,0500000US29121
610,"Lamb County, Texas",Nonmetropolitan County,Property Crimes,91,7,1,2,0,4,38,10,25,3,1,7.692307692,1.098901099,2.197802198,0,4.395604396,41.75824176,10.98901099,27.47252747,3.296703297,1.098901099,0500000US48279
611,"Kiowa County, Kansas",Nonmetropolitan County,Property Crimes,25,3,0,0,0,3,8,2,5,1,3,12,0,0,0,12,32,8,20,4,12,0500000US20097
612,"Austin County, Texas",Metropolitan County,Property Crimes,298,27,1,5,1,20,122,25,74,23,0,9.060402685,0.33557047,1.677852349,0.33557047,6.711409396,40.93959732,8.389261745,24.83221477,7.718120805,0,0500000US48015
613,"Daviess County, Missouri",Nonmetropolitan County,Property Crimes,114,11,0,4,0,7,46,1,44,1,0,9.649122807,0,3.50877193,0,6.140350877,40.35087719,0.877192982,38.59649123,0.877192982,0,0500000US29061
614,"Seminole County, Georgia",,,,,,,,,,,,,,,,,,,,,,,,0500000US13253
615,"Manistee County, Michigan",Nonmetropolitan County,Property Crimes,178,25,0,9,0,16,64,10,48,6,0,14.04494382,0,5.056179775,0,8.988764045,35.95505618,5.617977528,26.96629213,3.370786517,0,0500000US26101
616,"Lyon County, Iowa",Nonmetropolitan County,Property Crimes,38,1,0,0,0,1,18,7,8,3,0,2.631578947,0,0,0,2.631578947,47.36842105,18.42105263,21.05263158,7.894736842,0,0500000US19119
617,"Hutchinson County, Texas",Nonmetropolitan County,Property Crimes,84,15,0,5,0,10,27,5,20,2,0,17.85714286,0,5.952380952,0,11.9047619,32.14285714,5.952380952,23.80952381,2.380952381,0,0500000US48233
618,"Texas County, Oklahoma",Nonmetropolitan County,Property Crimes,98,4,2,0,0,2,45,11,32,2,0,4.081632653,2.040816327,0,0,2.040816327,45.91836735,11.2244898,32.65306122,2.040816327,0,0500000US40139
619,"Woodward County, Oklahoma",Nonmetropolitan County,Property Crimes,52,5,0,3,0,2,21,6,10,5,0,9.615384615,0,5.769230769,0,3.846153846,40.38461538,11.53846154,19.23076923,9.615384615,0,0500000US40153
620,"Adams County, Iowa",Nonmetropolitan County,Property Crimes,14,3,0,0,0,3,4,1,1,2,0,21.42857143,0,0,0,21.42857143,28.57142857,7.142857143,7.142857143,14.28571429,0,0500000US19003
621,"St. Croix County, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,0500000US55109
622,"Venango County, Pennsylvania",,,,,,,,,,,,,,,,,,,,,,,,0500000US42121
623,"Summit County, Ohio",Metropolitan County,Property Crimes,1619,112,3,36,4,69,697,69,576,52,1,6.917850525,0.185299568,2.223594812,0.24706609,4.261890056,43.05126621,4.261890056,35.57751699,3.211859172,0.061766523,0500000US39153
624,"Glynn County, Georgia",Metropolitan County,Property Crimes,3593,281,3,56,27,195,1512,135,1241,136,7,7.820762594,0.083495686,1.55858614,0.751461175,5.427219594,42.08182577,3.757305873,34.53938213,3.785137768,0.194823267,0500000US13127
625,"Webb County, Texas",Metropolitan County,Property Crimes,443,53,0,4,2,47,167,35,101,31,3,11.96388262,0,0.902934537,0.451467269,10.60948081,37.69751693,7.900677201,22.79909707,6.997742664,0.677200903,0500000US48479
626,"Montgomery County, North Carolina",Nonmetropolitan County,Property Crimes,420,55,3,12,4,36,153,37,94,22,4,13.0952381,0.714285714,2.857142857,0.952380952,8.571428571,36.42857143,8.80952381,22.38095238,5.238095238,0.952380952,0500000US37123
627,"Aroostook County, Maine",Nonmetropolitan County,Property Crimes,178,10,0,4,0,6,79,22,44,13,0,5.617977528,0,2.247191011,0,3.370786517,44.38202247,12.35955056,24.71910112,7.303370787,0,0500000US23003
628,"Jefferson Davis County, Mississippi",,,,,,,,,,,,,,,,,,,,,,,,0500000US28065
629,"Washington County, Indiana",Metropolitan County,Property Crimes,152,17,0,1,0,16,59,8,42,9,0,11.18421053,0,0.657894737,0,10.52631579,38.81578947,5.263157895,27.63157895,5.921052632,0,0500000US18175
630,"Grant County, South Dakota",,,,,,,,,,,,,,,,,,,,,,,,0500000US46051
631,"Marshall County, South Dakota",Nonmetropolitan County,Property Crimes,24,3,0,3,0,0,9,3,5,1,0,12.5,0,12.5,0,0,37.5,12.5,20.83333333,4.166666667,0,0500000US46091
632,"Thurston County, Washington",Metropolitan County,Property Crimes,2081,191,3,16,12,160,847,260,454,133,5,9.178279673,0.144161461,0.768861124,0.576645843,7.688611245,40.70158578,12.49399327,21.81643441,6.391158097,0.240269101,0500000US53067
633,"Knox County, Nebraska",Nonmetropolitan County,Property Crimes,67,3,2,0,0,1,30,4,20,6,1,4.47761194,2.985074627,0,0,1.492537313,44.7761194,5.970149254,29.85074627,8.955223881,1.492537313,0500000US31107
634,"Valencia County, New Mexico",Metropolitan County,Property Crimes,1502,232,1,22,6,203,516,175,239,102,6,15.4460719,0.066577896,1.464713715,0.399467377,13.51531292,34.35419441,11.65113182,15.91211718,6.790945406,0.399467377,0500000US35061
635,"Prairie County, Montana",Nonmetropolitan County,Violent Crimes,4,1,0,0,0,1,1,0,1,0,0,25,0,0,0,25,25,0,25,0,0,0500000US30079
636,"Piute County, Utah",Nonmetropolitan County,Property Crimes,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,50,0,50,0,0,0500000US49031
637,"Mason County, Kentucky",Nonmetropolitan County,Property Crimes,70,8,0,1,0,7,27,10,11,6,0,11.42857143,0,1.428571429,0,10,38.57142857,14.28571429,15.71428571,8.571428571,0,0500000US21161
638,"Benton County, Minnesota",Metropolitan County,Property Crimes,126,14,0,4,1,9,49,13,30,6,0,11.11111111,0,3.174603175,0.793650794,7.142857143,38.88888889,10.31746032,23.80952381,4.761904762,0,0500000US27009
639,"Donley County, Texas",Nonmetropolitan County,Property Crimes,60,6,0,2,0,4,24,9,11,4,0,10,0,3.333333333,0,6.666666667,40,15,18.33333333,6.666666667,0,0500000US48129
640,"Bay County, Florida",Metropolitan County,Property Crimes,2784,246,2,26,6,212,1146,200,883,63,0,8.836206897,0.07183908,0.933908046,0.215517241,7.614942529,41.1637931,7.183908046,31.71695402,2.262931034,0,0500000US12005
641,"Lauderdale County, Alabama",Metropolitan County,Property Crimes,738,95,1,14,0,80,274,41,191,42,0,12.87262873,0.135501355,1.89701897,0,10.8401084,37.12737127,5.555555556,25.88075881,5.691056911,0,0500000US01077
642,"Fountain County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,0500000US18045
643,"Shelby County, Illinois",Nonmetropolitan County,Property Crimes,103,11,0,1,0,10,40,11,22,7,1,10.67961165,0,0.970873786,0,9.708737864,38.83495146,10.67961165,21.3592233,6.796116505,0.970873786,0500000US17173
644,"Fayette County, Illinois",Nonmetropolitan County,Property Crimes,101,7,0,1,0,6,43,7,31,5,1,6.930693069,0,0.99009901,0,5.940594059,42.57425743,6.930693069,30.69306931,4.95049505,0.99009901,0500000US17051
645,"Perry County, Ohio",Metropolitan County,Property Crimes,175,15,0,5,1,9,72,36,31,5,1,8.571428571,0,2.857142857,0.571428571,5.142857143,41.14285714,20.57142857,17.71428571,2.857142857,0.571428571,0500000US39127
646,"Danville city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,0500000US51590
647,"Banks County, Georgia",,,,,,,,,,,,,,,,,,,,,,,,0500000US13011
648,"Wayne County, Georgia",,,,,,,,,,,,,,,,,,,,,,,,0500000US13305
649,"Oklahoma County, Oklahoma",Metropolitan County,Property Crimes,288,30,0,2,2,26,114,35,65,14,0,10.41666667,0,0.694444444,0.694444444,9.027777778,39.58333333,12.15277778,22.56944444,4.861111111,0,0500000US40109
650,"Johnston County, Oklahoma",Nonmetropolitan County,Property Crimes,108,23,1,1,1,20,30,16,6,8,2,21.2962963,0.925925926,0.925925926,0.925925926,18.51851852,27.77777778,14.81481481,5.555555556,7.407407407,1.851851852,0500000US40069
651,"Jackson County, North Carolina",Nonmetropolitan County,Property Crimes,1159,104,1,24,2,77,475,260,179,36,1,8.973252804,0.086281277,2.070750647,0.172562554,6.643658326,40.98360656,22.43313201,15.44434858,3.106125971,0.086281277,0500000US37099
652,"Summit County, Utah",Nonmetropolitan County,Property Crimes,699,74,1,42,0,31,274,14,239,21,3,10.58655222,0.143061516,6.008583691,0,4.43490701,39.19885551,2.00286123,34.19170243,3.004291845,0.429184549,0500000US49043
653,"Polk County, Missouri",Metropolitan County,Property Crimes,430,44,1,11,1,31,168,41,108,19,6,10.23255814,0.23255814,2.558139535,0.23255814,7.209302326,39.06976744,9.534883721,25.11627907,4.418604651,1.395348837,0500000US29167
654,"Lander County, Nevada",Nonmetropolitan County,Property Crimes,112,15,1,5,0,9,40,14,20,6,2,13.39285714,0.892857143,4.464285714,0,8.035714286,35.71428571,12.5,17.85714286,5.357142857,1.785714286,0500000US32015
655,"Winneshiek County, Iowa",Nonmetropolitan County,Violent Crimes,58,23,0,0,0,23,6,1,1,4,0,39.65517241,0,0,0,39.65517241,10.34482759,1.724137931,1.724137931,6.896551724,0,0500000US19191
656,"Montgomery County, Kansas",Nonmetropolitan County,Property Crimes,545,15,1,3,0,11,256,217,27,12,3,2.752293578,0.183486239,0.550458716,0,2.018348624,46.97247706,39.81651376,4.95412844,2.201834862,0.550458716,0500000US20125
657,"Fairfield County, South Carolina",Metropolitan County,Property Crimes,838,127,2,6,3,116,291,56,193,42,2,15.15513126,0.238663484,0.715990453,0.357995227,13.8424821,34.72553699,6.682577566,23.03102625,5.011933174,0.238663484,0500000US45039
658,"Cheyenne County, Nebraska",Nonmetropolitan County,Property Crimes,34,4,0,0,0,4,13,3,6,4,0,11.76470588,0,0,0,11.76470588,38.23529412,8.823529412,17.64705882,11.76470588,0,0500000US31033
659,"Martin County, Minnesota",Nonmetropolitan County,Property Crimes,43,4,0,0,0,4,17,4,9,4,1,9.302325581,0,0,0,9.302325581,39.53488372,9.302325581,20.93023256,9.302325581,2.325581395,0500000US27091
660,"Sevier County, Tennessee",Nonmetropolitan County,Property Crimes,996,130,1,8,2,119,368,71,242,55,0,13.05220884,0.100401606,0.803212851,0.200803213,11.94779116,36.94779116,7.128514056,24.29718876,5.522088353,0,0500000US47155
661,"Polk County, Tennessee",Metropolitan County,Property Crimes,425,47,1,5,2,39,164,46,96,22,3,11.05882353,0.235294118,1.176470588,0.470588235,9.176470588,38.58823529,10.82352941,22.58823529,5.176470588,0.705882353,0500000US47139
662,"Kent County, Texas",,,,,,,,,,,,,,,,,,,,,,,,0500000US48263
663,"Teton County, Montana",Nonmetropolitan County,Property Crimes,94,11,0,4,0,7,36,3,27,6,0,11.70212766,0,4.255319149,0,7.446808511,38.29787234,3.191489362,28.72340426,6.382978723,0,0500000US30099
664,"Garden County, Nebraska",,,,,,,,,,,,,,,,,,,,,,,,0500000US31069
665,"Macoupin County, Illinois",Metropolitan County,Property Crimes,154,17,0,3,0,14,60,15,17,28,0,11.03896104,0,1.948051948,0,9.090909091,38.96103896,9.74025974,11.03896104,18.18181818,0,0500000US17117
666,"Ross County, Ohio",Nonmetropolitan County,Property Crimes,1448,62,0,31,3,28,656,113,464,79,12,4.281767956,0,2.140883978,0.20718232,1.933701657,45.3038674,7.803867403,32.0441989,5.455801105,0.828729282,0500000US39141
667,"Whiteside County, Illinois",Nonmetropolitan County,Property Crimes,252,11,0,4,0,7,115,61,32,22,0,4.365079365,0,1.587301587,0,2.777777778,45.63492063,24.20634921,12.6984127,8.73015873,0,0500000US17195
668,"El Paso County, Texas",Metropolitan County,Property Crimes,2586,329,7,32,22,268,961,152,645,164,6,12.72235112,0.270688322,1.237432328,0.850734725,10.36349575,37.1616396,5.877803558,24.94199536,6.341840681,0.232018561,0500000US48141
669,"Loving County, Texas",Nonmetropolitan County,Property Crimes,68,0,0,0,0,0,34,3,29,2,0,0,0,0,0,0,50,4.411764706,42.64705882,2.941176471,0,0500000US48301
670,"Latimer County, Oklahoma",Nonmetropolitan County,Property Crimes,100,7,0,2,0,5,41,12,23,6,4,7,0,2,0,5,41,12,23,6,4,0500000US40077
671,"Washington County, Ohio",Nonmetropolitan County,Property Crimes,305,28,1,6,2,19,124,31,84,9,1,9.180327869,0.327868852,1.967213115,0.655737705,6.229508197,40.6557377,10.16393443,27.54098361,2.950819672,0.327868852,0500000US39167
672,"Howell County, Missouri",Nonmetropolitan County,Property Crimes,500,54,0,11,0,43,194,45,132,17,4,10.8,0,2.2,0,8.6,38.8,9,26.4,3.4,0.8,0500000US29091
673,"Edwards County, Kansas",Nonmetropolitan County,Property Crimes,38,4,0,2,0,2,15,6,9,0,0,10.52631579,0,5.263157895,0,5.263157895,39.47368421,15.78947368,23.68421053,0,0,0500000US20047
674,"Jefferson County, Kentucky",Metropolitan County,Violent Crimes,4,2,0,0,0,2,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0500000US21111
675,"Logan County, Illinois",Nonmetropolitan County,Property Crimes,266,16,0,2,1,13,116,61,46,9,2,6.015037594,0,0.751879699,0.37593985,4.887218045,43.60902256,22.93233083,17.29323308,3.383458647,0.751879699,0500000US17107
676,"Winnebago County, Wisconsin",Metropolitan County,Property Crimes,254,26,3,4,1,18,101,31,61,9,0,10.23622047,1.181102362,1.57480315,0.393700787,7.086614173,39.76377953,12.20472441,24.01574803,3.543307087,0,0500000US55139
677,"Bedford County, Tennessee",Nonmetropolitan County,Property Crimes,436,71,0,8,2,61,146,24,98,24,2,16.28440367,0,1.834862385,0.458715596,13.99082569,33.48623853,5.504587156,22.47706422,5.504587156,0.458715596,0500000US47003
678,"Clay County, Tennessee",Nonmetropolitan County,Property Crimes,18,1,0,0,0,1,8,4,2,2,0,5.555555556,0,0,0,5.555555556,44.44444444,22.22222222,11.11111111,11.11111111,0,0500000US47027
679,"Coles County, Illinois",Nonmetropolitan County,Property Crimes,178,14,0,2,0,12,75,35,36,4,0,7.865168539,0,1.123595506,0,6.741573034,42.13483146,19.66292135,20.2247191,2.247191011,0,0500000US17029
680,"Lauderdale County, Tennessee",Nonmetropolitan County,Property Crimes,453,81,3,3,1,74,145,45,83,17,1,17.8807947,0.662251656,0.662251656,0.220750552,16.33554084,32.00883002,9.933774834,18.32229581,3.752759382,0.220750552,0500000US47097
681,"Baker County, Oregon",Nonmetropolitan County,Property Crimes,331,20,1,4,1,14,144,26,106,12,3,6.042296073,0.302114804,1.208459215,0.302114804,4.229607251,43.50453172,7.854984894,32.02416918,3.625377644,0.906344411,0500000US41001
682,"Schuyler County, New York",Nonmetropolitan County,Property Crimes,86,7,0,2,0,5,36,4,30,2,0,8.139534884,0,2.325581395,0,5.813953488,41.86046512,4.651162791,34.88372093,2.325581395,0,0500000US36097
683,"Van Buren County, Michigan",,,,,,,,,,,,,,,,,,,,,,,,0500000US26159
684,"Mercer County, Illinois",,,,,,,,,,,,,,,,,,,,,,,,0500000US17131
685,"Neshoba County, Mississippi",Nonmetropolitan County,Property Crimes,150,14,0,3,0,11,61,20,37,4,0,9.333333333,0,2,0,7.333333333,40.66666667,13.33333333,24.66666667,2.666666667,0,0500000US28099
686,"Edmunds County, South Dakota",Nonmetropolitan County,Violent Crimes,8,4,0,0,0,4,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0500000US46045
687,"Río Grande Municipio, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,0500000US72119
688,"Conecuh County, Alabama",Nonmetropolitan County,Violent Crimes,2,1,0,0,1,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0500000US01035
689,"Dearborn County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,0500000US18029
690,"Jackson County, Indiana",Nonmetropolitan County,Property Crimes,42,4,0,0,0,4,17,6,9,2,0,9.523809524,0,0,0,9.523809524,40.47619048,14.28571429,21.42857143,4.761904762,0,0500000US18071
691,"Lee County, Mississippi",Nonmetropolitan County,Property Crimes,842,51,0,9,1,41,366,118,218,30,8,6.057007126,0,1.06888361,0.118764846,4.86935867,43.46793349,14.01425178,25.89073634,3.562945368,0.950118765,0500000US28081
692,"West Feliciana Parish, Louisiana",Metropolitan County,Violent Crimes,116,39,3,0,0,36,19,5,8,6,0,33.62068966,2.586206897,0,0,31.03448276,16.37931034,4.310344828,6.896551724,5.172413793,0,0500000US22125
693,"Crittenden County, Arkansas",Metropolitan County,Property Crimes,704,135,0,17,4,114,216,44,137,35,2,19.17613636,0,2.414772727,0.568181818,16.19318182,30.68181818,6.25,19.46022727,4.971590909,0.284090909,0500000US05035
694,"Jackson County, Florida",Metropolitan County,Property Crimes,64700,5708,61,410,646,4591,26601,3263,19808,3530,82,8.822256569,0.094281298,0.633693972,0.998454405,7.095826893,41.11437403,5.043276662,30.61514683,5.455950541,0.126738794,0500000US12063
695,"Dickens County, Texas",,,,,,,,,,,,,,,,,,,,,,,,0500000US48125
696,"Mathews County, Virginia",Metropolitan County,Property Crimes,148,9,1,1,0,7,65,10,43,12,0,6.081081081,0.675675676,0.675675676,0,4.72972973,43.91891892,6.756756757,29.05405405,8.108108108,0,0500000US51115
697,"Renville County, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,0500000US38075
698,"La Salle County, Texas",Nonmetropolitan County,Violent Crimes,2,1,0,0,0,1,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0500000US48283
699,"Onondaga County, New York",Metropolitan County,Property Crimes,2795,209,3,34,26,146,1188,189,838,161,1,7.47763864,0.107334526,1.216457961,0.930232558,5.223613596,42.50447227,6.762075134,29.98211091,5.760286225,0.035778175,0500000US36067
700,"Henry County, Iowa",Nonmetropolitan County,Property Crimes,64,13,0,1,0,12,19,7,9,3,0,20.3125,0,1.5625,0,18.75,29.6875,10.9375,14.0625,4.6875,0,0500000US19087
701,"Harlan County, Nebraska",,,,,,,,,,,,,,,,,,,,,,,,0500000US31083
702,"Powder River County, Montana",Nonmetropolitan County,Violent Crimes,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0500000US30075
703,"Juana Díaz Municipio, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,0500000US72075
704,"Pepin County, Wisconsin",Nonmetropolitan County,Property Crimes,24,2,0,0,0,2,10,3,6,1,0,8.333333333,0,0,0,8.333333333,41.66666667,12.5,25,4.166666667,0,0500000US55091
705,"Chilton County, Alabama",Metropolitan County,Property Crimes,970,64,2,5,2,55,419,181,189,49,4,6.597938144,0.206185567,0.515463918,0.206185567,5.670103093,43.19587629,18.65979381,19.48453608,5.051546392,0.412371134,0500000US01021
706,"Newton County, Texas",Nonmetropolitan County,Property Crimes,120,13,1,3,0,9,47,13,25,9,0,10.83333333,0.833333333,2.5,0,7.5,39.16666667,10.83333333,20.83333333,7.5,0,0500000US48351
707,"Hockley County, Texas",Metropolitan County,Property Crimes,120,7,0,1,0,6,53,14,33,6,0,5.833333333,0,0.833333333,0,5,44.16666667,11.66666667,27.5,5,0,0500000US48219
708,"Baldwin County, Georgia",Nonmetropolitan County,Property Crimes,1091,108,1,12,2,93,437,79,320,38,1,9.899175069,0.091659028,1.099908341,0.183318057,8.524289643,40.05499542,7.241063245,29.33088909,3.48304308,0.091659028,0500000US13009
709,"Transylvania County, North Carolina",Nonmetropolitan County,Property Crimes,335,26,0,4,0,22,140,31,90,19,3,7.76119403,0,1.194029851,0,6.567164179,41.79104478,9.253731343,26.86567164,5.671641791,0.895522388,0500000US37175
710,"Surry County, North Carolina",Nonmetropolitan County,Property Crimes,1022,78,8,19,2,49,431,145,205,81,4,7.632093933,0.782778865,1.859099804,0.195694716,4.794520548,42.17221135,14.18786693,20.05870841,7.925636008,0.391389432,0500000US37171
711,"Coffee County, Alabama",Nonmetropolitan County,Property Crimes,299,26,1,3,0,22,122,30,80,12,3,8.695652174,0.334448161,1.003344482,0,7.357859532,40.80267559,10.03344482,26.75585284,4.013377926,1.003344482,0500000US01031
712,"Shelby County, Ohio",Nonmetropolitan County,Property Crimes,192,12,0,5,0,7,84,11,67,6,0,6.25,0,2.604166667,0,3.645833333,43.75,5.729166667,34.89583333,3.125,0,0500000US39149
713,"Canyon County, Idaho",Metropolitan County,Property Crimes,723,167,1,31,2,133,193,53,97,43,3,23.09820194,0.138312586,4.28769018,0.276625173,18.395574,26.69432918,7.330567082,13.41632089,5.947441217,0.414937759,0500000US16027
714,"Forest County, Wisconsin",Nonmetropolitan County,Violent Crimes,73,20,0,3,0,17,16,4,7,5,1,27.39726027,0,4.109589041,0,23.28767123,21.91780822,5.479452055,9.589041096,6.849315068,1.369863014,0500000US55041
715,"Sawyer County, Wisconsin",Nonmetropolitan County,Property Crimes,197,27,0,8,0,19,71,12,50,9,1,13.70558376,0,4.060913706,0,9.644670051,36.04060914,6.091370558,25.38071066,4.568527919,0.507614213,0500000US55113
716,"Hudson County, New Jersey",Metropolitan County,Violent Crimes,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0500000US34017
717,"Stark County, Ohio",Metropolitan County,Property Crimes,2869,214,4,39,4,167,1216,280,839,97,9,7.459044963,0.139421401,1.359358662,0.139421401,5.820843499,42.38410596,9.759498083,29.2436389,3.380968979,0.313698153,0500000US39151
718,"Guadalupe County, Texas",,,,,,,,,,,,,,,,,,,,,,,,0500000US48187
719,"Island County, Washington",Nonmetropolitan County,Property Crimes,911,56,1,9,6,40,398,133,221,44,3,6.147091109,0.109769484,0.987925357,0.658616905,4.390779363,43.68825467,14.59934138,24.25905598,4.8298573,0.329308452,0500000US53029
720,"Jefferson County, West Virginia",Metropolitan County,Property Crimes,389,16,1,5,2,8,178,19,142,17,1,4.11311054,0.257069409,1.285347044,0.514138817,2.05655527,45.75835476,4.884318766,36.50385604,4.370179949,0.257069409,0500000US54037
721,"Prince William County, Virginia",Metropolitan County,Property Crimes,16757,1234,22,95,221,896,7134,368,5832,934,21,7.36408665,0.131288417,0.566927254,1.318851823,5.347019156,42.57325297,2.196097153,34.80336576,5.573790058,0.125320761,0500000US51153
722,"Chester County, Pennsylvania",Metropolitan County,Violent Crimes,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0500000US42029
723,"Mercer County, West Virginia",Nonmetropolitan County,Property Crimes,849,79,4,14,2,59,343,65,221,57,5,9.305064782,0.471142521,1.648998822,0.23557126,6.949352179,40.40047114,7.65606596,26.03062426,6.713780919,0.588928151,0500000US54055
724,"Roane County, Tennessee",Metropolitan County,Property Crimes,392,39,3,4,0,32,156,22,102,32,2,9.948979592,0.765306122,1.020408163,0,8.163265306,39.79591837,5.612244898,26.02040816,8.163265306,0.510204082,0500000US47145
725,"Copper River Census Area, Alaska",,,,,,,,,,,,,,,,,,,,,,,,0500000US02066
726,"Chugach Census Area, Alaska",,,,,,,,,,,,,,,,,,,,,,,,0500000US02063
727,"Hinds County, Mississippi",,,,,,,,,,,,,,,,,,,,,,,,0500000US28049
728,"Lampasas County, Texas",Metropolitan County,Property Crimes,166,15,0,3,0,12,68,27,35,6,0,9.036144578,0,1.807228916,0,7.228915663,40.96385542,16.26506024,21.08433735,3.614457831,0,0500000US48281
729,"Loudoun County, Virginia",Metropolitan County,Property Crimes,5279,297,5,73,32,187,2327,76,2038,213,31,5.626065543,0.094714908,1.382837659,0.606175412,3.542337564,44.08031824,1.439666604,38.60579655,4.034855086,0.58723243,0500000US51107
730,"St. Clair County, Missouri",Nonmetropolitan County,Property Crimes,180,9,0,3,0,6,81,24,45,12,0,5,0,1.666666667,0,3.333333333,45,13.33333333,25,6.666666667,0,0500000US29185
731,"Delaware County, New York",Nonmetropolitan County,,,12,0,6,0,6,52,6,41,5,,,,,,,,,,,,0500000US36025
732,"Phillips County, Montana",Nonmetropolitan County,Property Crimes,98,18,0,4,0,14,30,2,25,3,2,18.36734694,0,4.081632653,0,14.28571429,30.6122449,2.040816327,25.51020408,3.06122449,2.040816327,0500000US30071
733,"Mercer County, Missouri",,,,,,,,,,,,,,,,,,,,,,,,0500000US29129
734,"Union County, South Dakota",Metropolitan County,Property Crimes,46,10,0,1,0,9,13,3,10,0,0,21.73913043,0,2.173913043,0,19.56521739,28.26086957,6.52173913,21.73913043,0,0,0500000US46127
735,"Elmore County, Alabama",Metropolitan County,Property Crimes,711,41,2,3,0,36,314,105,188,21,1,5.76652602,0.281293952,0.421940928,0,5.063291139,44.16315049,14.76793249,26.4416315,2.953586498,0.140646976,0500000US01051
736,"Lumpkin County, Georgia",Metropolitan County,Property Crimes,385,60,0,11,1,48,132,22,97,13,1,15.58441558,0,2.857142857,0.25974026,12.46753247,34.28571429,5.714285714,25.19480519,3.376623377,0.25974026,0500000US13187
737,"Knox County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,0500000US39083
