OBJECTID,Location,median,median_white,median_white_only,median_hispanic,median_black_only,median_asian,median_native,median_native_islander,median_other,median_two_or_more,GEOIDFQ
782,"Owsley County, Kentucky",31064,31064,31064,0,0,0,0,0,0,0,0500000US21189
783,"Bradford County, Pennsylvania",62482,63178,63148,56563,0,61667,0,0,0,38831,0500000US42015
784,"Hancock County, West Virginia",61017,60917,60994,0,65625,-2500,0,0,61500,62250,0500000US54029
785,"Cole County, Missouri",73273,75688,75769,76429,54405,119653,72708,0,0,86992,0500000US29051
786,"Berrien County, Michigan",63152,69871,70262,58667,33178,103438,0,0,61660,67059,0500000US26021
787,"Huntingdon County, Pennsylvania",65429,65084,65182,47969,178250,0,21000,0,98125,68607,0500000US42061
788,"Dawes County, Nebraska",54381,55568,55473,6438,0,0,28214,0,0,0,0500000US31045
789,"Patrick County, Virginia",50938,50263,49643,90104,56642,0,0,0,0,0,0500000US51141
790,"Medina County, Texas",73462,73025,75716,66323,103818,0,113750,0,57696,78144,0500000US48325
791,"Mason County, Michigan",62296,62267,62305,51324,0,0,37273,0,40795,66167,0500000US26105
792,"Beaufort County, South Carolina",84819,95218,96508,67089,44911,0,0,0,58086,100000,0500000US45013
793,"Yankton County, South Dakota",73855,77736,77897,56250,0,0,58355,0,72188,51510,0500000US46135
794,"Acadia Parish, Louisiana",45266,52200,52659,40922,26176,0,0,0,0,0,0500000US22001
795,"Crawford County, Pennsylvania",60254,60750,60836,37500,0,0,11641,0,110291,43098,0500000US42039
796,"Tripp County, South Dakota",58854,68675,68675,0,0,0,18750,0,0,0,0500000US46123
797,"Guthrie County, Iowa",79981,79788,79942,0,0,0,120714,0,88250,90000,0500000US19077
798,"Washington County, Iowa",71339,71870,71999,50521,0,63705,0,0,48125,72847,0500000US19183
799,"Sanborn County, South Dakota",69870,70481,69948,0,0,0,0,0,0,75833,0500000US46111
800,"Grady County, Oklahoma",75730,78377,78152,67396,36250,0,69375,58333,61895,63375,0500000US40051
801,,,,,,,,,,,,0500000US60040
802,,,,,,,,,,,,0500000US66010
803,,,,,,,,,,,,0500000US69100
804,"Kanawha County, West Virginia",58887,59855,59660,88452,40822,109948,0,0,0,61783,0500000US54039
805,"Blount County, Alabama",61096,62468,62636,48777,58036,0,60536,0,63971,44583,0500000US01009
806,"McCormick County, South Carolina",55344,71250,71707,0,35967,0,0,0,0,103611,0500000US45065
807,"Union County, South Carolina",41200,42868,42854,0,36610,0,107917,0,0,43478,0500000US45087
808,"Nicollet County, Minnesota",80362,81403,81337,70790,57946,95833,56328,0,62326,82292,0500000US27103
809,"Yalobusha County, Mississippi",49171,61413,61297,68750,32324,0,0,0,0,0,0500000US28161
810,"Maricao Municipio, Puerto Rico",20541,17247,0,20482,0,0,0,0,23774,19234,0500000US72093
811,"Kalkaska County, Michigan",60365,59538,59530,88523,0,0,89028,0,130250,83906,0500000US26079
812,"Aguadilla Municipio, Puerto Rico",19826,19538,0,19585,19841,0,0,0,21697,20388,0500000US72005
813,"Evangeline Parish, Louisiana",42273,51211,51273,0,26184,0,0,0,26458,27887,0500000US22039
814,"Hardeman County, Tennessee",46173,51645,51674,0,41891,0,-2500,0,0,31756,0500000US47069
815,"Cochise County, Arizona",58970,60467,61361,50011,70844,42125,34286,0,53140,51932,0500000US04003
816,"Hidalgo County, New Mexico",49076,48487,58750,42717,0,0,0,0,55772,43203,0500000US35023
817,"Divide County, North Dakota",89297,88125,84408,0,0,0,0,0,0,98500,0500000US38023
818,"San Bernardino County, California",82184,86349,88665,80058,59527,102102,78080,75704,78826,81147,0500000US06071
819,"Montezuma County, Colorado",63005,67369,66290,61534,0,43346,44431,0,0,49602,0500000US08083
820,"Clarke County, Mississippi",46054,55438,55500,0,29623,0,0,0,0,0,0500000US28023
821,"Marion County, Iowa",78059,79092,78946,62069,67772,49853,0,0,61293,0,0500000US19125
822,"Douglas County, Nebraska",79081,85331,86900,66021,44846,95566,74901,98438,68734,71927,0500000US31055
823,"Fairfax city, Virginia",132774,152837,151210,88374,87125,127389,181250,0,69732,88818,0500000US51600
824,"Harmon County, Oklahoma",54286,50694,51250,46705,75308,0,0,0,56250,39688,0500000US40057
825,"Cedar County, Missouri",45577,46007,45976,0,0,0,20893,0,0,0,0500000US29039
826,"Clarke County, Georgia",52267,57472,58862,51998,41137,55500,0,0,65484,61717,0500000US13059
827,"Valley County, Idaho",76125,76583,76958,62639,0,0,0,0,0,0,0500000US16085
828,"Knox County, Texas",56304,52337,59083,57905,0,0,0,0,125208,58292,0500000US48275
829,"Ouachita County, Arkansas",49838,59201,59896,0,42436,0,0,0,87115,45938,0500000US05103
830,"Darke County, Ohio",64654,65110,65284,67734,53293,0,63611,0,70867,60500,0500000US39037
831,"Kay County, Oklahoma",56673,58232,57529,55486,35833,61250,50192,0,56823,50234,0500000US40071
832,"Dewey County, South Dakota",57928,73875,73875,0,0,0,50481,0,0,82000,0500000US46041
833,"Tillamook County, Oregon",66551,67160,66996,59787,0,56129,75000,0,0,64505,0500000US41057
834,"Coweta County, Georgia",94142,99792,101661,77650,67135,118850,168354,0,43653,107816,0500000US13077
835,"Elbert County, Georgia",49727,54051,54154,0,39167,0,0,0,48864,99489,0500000US13105
836,"Barbour County, Alabama",44290,65661,65577,38500,28125,64196,25625,0,44243,28828,0500000US01005
837,"Bladen County, North Carolina",44528,56915,58523,31192,32556,0,51250,0,36589,65000,0500000US37017
838,"Dallam County, Texas",72332,82520,83550,68108,0,0,0,0,62393,65313,0500000US48111
839,"Sangamon County, Illinois",74114,79968,80024,63469,33087,121302,31477,140455,87800,54605,0500000US17167
840,"Craig County, Oklahoma",50182,50278,49761,50000,-2500,0,56765,0,28358,51184,0500000US40035
841,"Cumberland County, Tennessee",58475,60163,60398,46348,0,0,38598,0,0,53159,0500000US47035
842,"Otsego County, Michigan",67285,66741,66707,0,0,73355,0,0,51750,101420,0500000US26137
843,"Sac County, Iowa",70991,73148,73057,54063,32039,0,0,0,51458,55156,0500000US19161
844,"McLean County, Illinois",78329,81990,82542,58407,32917,119356,0,0,61604,65920,0500000US17113
845,"Androscoggin County, Maine",67298,69680,69827,65682,49597,46875,63533,0,100263,53971,0500000US23001
846,"Kootenai County, Idaho",77034,78010,77692,87679,0,0,39457,0,68568,75644,0500000US16055
847,"Clark County, Nevada",73845,80611,82072,68460,50747,83890,67726,68594,63993,74814,0500000US32003
848,"Phillips County, Kansas",61235,61912,61747,54926,0,0,0,0,0,53088,0500000US20147
849,"Holt County, Nebraska",67225,67701,67030,81974,0,72917,0,0,51607,43750,0500000US31089
850,"Johnson County, Missouri",67123,67529,68407,62885,70461,57534,0,46859,69453,65302,0500000US29101
851,"La Crosse County, Wisconsin",70704,71684,71798,60192,64931,62121,49125,0,57083,67708,0500000US55063
852,"Caldwell Parish, Louisiana",44957,55125,55125,30918,26464,0,0,0,0,0,0500000US22021
853,"Edmonson County, Kentucky",54512,54844,54861,0,0,0,61406,0,0,62647,0500000US21061
854,"Bond County, Illinois",61603,63708,63652,0,6393,0,0,0,0,31536,0500000US17005
855,"Brown County, Illinois",72288,72019,72019,0,0,0,0,0,0,0,0500000US17009
856,"Otter Tail County, Minnesota",70912,70396,70705,60417,101504,0,77798,0,92390,65250,0500000US27111
857,"Huron County, Ohio",65972,66153,66508,55833,107710,122667,0,0,68438,55357,0500000US39077
858,"Bacon County, Georgia",50310,53218,52708,25804,40000,0,0,0,25893,18938,0500000US13005
859,"Kent County, Delaware",72872,79206,79422,76225,59890,64583,32061,0,55060,70231,0500000US10001
860,"Wood County, Ohio",73124,73129,73145,76376,54850,131667,0,49468,77033,63816,0500000US39173
861,"Jackson County, Georgia",85012,86038,85521,94966,50200,105710,0,0,68259,110833,0500000US13157
862,"Anderson County, Kansas",64925,69915,71092,0,0,0,0,0,0,37759,0500000US20003
863,"Knox County, Illinois",53291,56421,56704,41654,22271,0,0,0,47741,49187,0500000US17095
864,"Wheatland County, Montana",47054,46786,46786,0,0,0,0,0,0,0,0500000US30107
865,"Blount County, Tennessee",74607,75355,75488,63636,58925,133000,76250,0,46297,67519,0500000US47009
866,"Gallatin County, Montana",87454,87447,87494,74819,0,74018,100203,0,89000,74375,0500000US30031
867,"Darlington County, South Carolina",47419,66764,66771,54535,35779,193711,0,0,0,57679,0500000US45031
868,"Escambia County, Alabama",44447,52827,52071,0,32453,0,66667,0,23858,39286,0500000US01053
869,"Haralson County, Georgia",65016,67477,67774,0,44480,0,0,0,46436,0,0500000US13143
870,"Allen County, Kansas",57618,58495,58190,60313,0,0,0,0,31250,41612,0500000US20001
871,"Iowa County, Wisconsin",83372,83235,83235,65417,8937,88071,0,0,55000,116515,0500000US55049
872,"Morrison County, Minnesota",68640,68335,68428,52207,55398,66923,0,0,80909,103098,0500000US27097
873,"Allegheny County, Pennsylvania",76393,83042,83137,73177,41008,98581,64286,0,61778,69332,0500000US42003
874,"Shelby County, Missouri",52127,53088,53088,0,0,0,0,0,0,0,0500000US29205
875,"Madison County, Ohio",83229,84832,85187,51154,0,0,0,0,62969,58750,0500000US39097
876,"Washington County, Kansas",62452,61538,62404,45000,0,0,0,0,0,90200,0500000US20201
877,"Champaign County, Illinois",63091,75487,76182,46148,41278,31398,53269,0,51318,55093,0500000US17019
878,"Washington County, Idaho",53608,53561,53149,53000,0,0,158929,0,40404,63714,0500000US16087
879,"Edgar County, Illinois",56909,56865,57000,57604,96250,65726,0,0,0,39375,0500000US17045
880,"Washington County, Colorado",65164,64554,64598,69444,0,0,0,0,55625,90161,0500000US08121
881,"Hardin County, Ohio",58001,58623,58540,138056,0,-2500,66346,0,0,37188,0500000US39065
882,"Missaukee County, Michigan",61868,63231,62750,71688,36667,0,0,0,0,46923,0500000US26113
883,"Stutsman County, North Dakota",60172,60161,60493,56629,91635,0,0,0,0,54583,0500000US38093
884,"Shannon County, Missouri",59000,58944,59111,0,0,0,0,0,0,0,0500000US29203
885,"Smith County, Texas",71923,77209,80728,66729,54198,65396,66346,0,58827,72751,0500000US48423
886,"Tulsa County, Oklahoma",67317,74152,75419,57067,41828,75193,66452,58594,52098,60253,0500000US40143
887,"McIntosh County, Oklahoma",46203,46325,46387,58250,37578,0,44783,0,80357,49844,0500000US40091
888,"Robertson County, Texas",66250,72941,74118,74566,29113,165521,119063,0,81382,74794,0500000US48395
889,"Gillespie County, Texas",67799,69193,67919,66176,0,250000,95994,0,55191,61203,0500000US48171
890,"Oakland County, Michigan",95296,99965,100208,82660,60407,138818,62039,0,63156,94271,0500000US26125
891,"Tucker County, West Virginia",53475,53600,53600,0,0,0,0,0,0,63594,0500000US54093
892,"Ponce Municipio, Puerto Rico",18827,20261,42625,18765,18420,0,0,0,23174,17434,0500000US72113
893,"Crawford County, Wisconsin",63496,65015,65167,35139,31563,0,0,0,114375,27120,0500000US55023
894,"Jackson County, Alabama",49454,50883,50986,29891,38555,53056,58750,0,27467,41235,0500000US01071
895,"Mahaska County, Iowa",69019,69032,69409,65313,0,0,0,0,78750,77569,0500000US19123
896,"Douglas County, Kansas",68756,73756,74064,57835,46299,52170,52900,0,72629,57624,0500000US20045
897,"Daviess County, Kentucky",65323,66474,66728,49747,61341,60815,118984,0,0,50550,0500000US21059
898,"Powell County, Kentucky",39811,39508,39508,0,0,0,0,0,0,83034,0500000US21197
899,"Jasper County, Missouri",57525,59339,60645,50149,37923,54609,40083,43125,44732,51094,0500000US29097
900,"Union County, Oregon",64212,64664,64852,83333,-2500,66563,123309,0,52813,68000,0500000US41061
901,"Henry County, Georgia",81612,83531,82598,84068,81396,85517,53561,0,70699,78479,0500000US13151
902,"Van Buren County, Tennessee",60281,61531,61531,0,0,0,0,0,0,0,0500000US47175
903,"Pottawatomie County, Oklahoma",60828,63086,63248,58208,36531,96750,47020,0,0,56362,0500000US40125
904,"Socorro County, New Mexico",47556,55431,57578,46049,0,0,20250,0,0,45647,0500000US35053
905,"Atkinson County, Georgia",38438,47720,45536,33720,35987,0,0,0,34022,29418,0500000US13003
906,"Duval County, Florida",68447,78397,79644,61165,49607,96043,66667,0,54047,66470,0500000US12031
907,"Falls County, Texas",55372,58847,60549,37993,34063,0,0,0,36060,56458,0500000US48145
908,"Yell County, Arkansas",58870,59679,56414,66750,0,0,0,0,56488,48173,0500000US05149
909,"Comanche County, Kansas",49417,49533,49667,0,0,0,0,0,0,31591,0500000US20033
910,"Jessamine County, Kentucky",74886,77675,77681,70556,36319,0,0,0,0,72153,0500000US21113
911,"Monroe County, Kentucky",49430,49945,50417,37946,0,0,0,0,0,0,0500000US21171
912,"Blanco County, Texas",87564,88333,88376,65842,0,0,133393,0,64602,48370,0500000US48031
913,"Calumet County, Wisconsin",87700,88335,88836,65333,0,77292,21597,0,78315,105139,0500000US55015
914,"Knox County, Kentucky",33153,33769,33688,48375,11514,0,0,0,0,50764,0500000US21121
915,"Ionia County, Michigan",73436,71422,71201,77203,0,0,61563,0,0,89655,0500000US26067
916,"New Hanover County, North Carolina",72892,78359,78598,62625,47823,88333,68750,0,56500,64384,0500000US37129
917,"Obion County, Tennessee",53102,55313,55398,42500,37732,0,36750,0,62045,27857,0500000US47131
918,"Calloway County, Kentucky",51854,52237,52495,57083,38859,0,18929,0,36791,65300,0500000US21035
919,"Albemarle County, Virginia",102617,107048,108108,92874,59840,119375,0,0,70688,102130,0500000US51003
920,"Robertson County, Tennessee",78439,80586,81277,71203,65763,59737,86250,0,65313,85893,0500000US47147
921,"Clarke County, Virginia",114185,115429,115597,79196,93285,117548,0,0,84405,115357,0500000US51043
922,"Garfield County, Washington",62411,67898,66875,0,0,0,0,0,0,0,0500000US53023
923,"Jackson County, Kentucky",41410,40640,40640,0,0,0,0,0,0,82071,0500000US21109
924,"Cook County, Minnesota",71643,73433,73373,0,0,220938,46250,0,33981,61750,0500000US27031
925,"Oconee County, South Carolina",60193,63557,64032,57926,40598,0,13194,0,58351,62813,0500000US45073
926,"East Baton Rouge Parish, Louisiana",63075,84768,85366,53869,46710,70250,0,0,34744,59455,0500000US22033
927,"Claiborne County, Mississippi",34371,40240,40240,0,33155,0,0,0,0,0,0500000US28021
928,"St. Mary's County, Maryland",114580,121780,121900,112759,73512,152125,0,0,81672,128851,0500000US24037
929,"Lawrence County, Kentucky",45584,46015,45836,0,0,0,0,0,0,0,0500000US21127
930,"Morgan County, Kentucky",47493,47186,47268,43375,0,0,0,0,0,62949,0500000US21175
931,"Muhlenberg County, Kentucky",52672,51470,51288,73920,31375,250000,0,0,0,76833,0500000US21177
932,"Effingham County, Illinois",75380,75509,75208,83567,0,0,98750,0,0,85536,0500000US17049
933,"Loudon County, Tennessee",80296,81814,81651,76227,0,36058,0,0,63624,64808,0500000US47105
934,"Clark County, South Dakota",62885,62476,62560,0,0,0,0,0,62750,0,0500000US46025
935,"Honolulu County, Hawaii",104264,106218,107381,93416,81011,107978,75625,85779,82813,106995,0500000US15003
936,"Gilchrist County, Florida",61070,60180,60985,57188,70357,0,63382,0,113051,44167,0500000US12041
937,"Tippecanoe County, Indiana",58622,62848,63308,53994,37216,33290,41750,0,52660,55833,0500000US18157
938,"Snyder County, Pennsylvania",68435,68138,68238,63594,0,74063,0,0,64048,81563,0500000US42109
939,"Lamar County, Texas",61122,63479,64809,37031,48287,53542,0,0,55845,57159,0500000US48277
940,"Miami-Dade County, Florida",68694,77378,100692,67018,51550,92788,80368,90975,67241,67941,0500000US12086
941,"Dundy County, Nebraska",56563,56641,56641,58750,0,0,0,0,58750,44583,0500000US31057
942,"Leon County, Texas",59975,63096,62516,59196,48750,0,101429,0,32348,48125,0500000US48289
943,"Pitkin County, Colorado",100318,106511,108264,71755,0,0,0,0,95234,72860,0500000US08097
944,"Grand Forks County, North Dakota",68450,71178,71466,44363,59050,58419,28971,0,41736,60798,0500000US38035
945,"LaPorte County, Indiana",70452,74096,74596,69137,39329,128421,49000,0,77879,57201,0500000US18091
946,"Hamilton County, Indiana",117957,118346,118597,98720,86378,151475,132105,78179,74387,116526,0500000US18057
947,"Emporia city, Virginia",49375,76875,69667,0,42781,0,0,0,0,57996,0500000US51595
948,"Lincoln County, Oklahoma",59425,60341,60294,54766,25673,61250,53869,0,40774,61985,0500000US40081
949,"Greeley County, Kansas",78819,79965,81776,64167,0,0,0,0,64583,0,0500000US20071
950,"Harris County, Georgia",89184,93801,94362,100463,69137,0,0,0,110208,100769,0500000US13145
951,"Screven County, Georgia",53017,66591,66670,69375,34137,0,0,0,0,0,0500000US13251
952,"San Juan Municipio, Puerto Rico",26981,35531,60472,26771,19677,0,34674,0,18278,31188,0500000US72127
953,"Stonewall County, Texas",61250,68125,68177,61875,0,0,0,0,0,0,0500000US48433
954,"Henry County, Ohio",79267,78595,78510,90966,0,0,0,0,99643,83586,0500000US39069
955,"Grafton County, New Hampshire",84021,83444,83611,85250,135900,87500,135081,0,0,81923,0500000US33009
956,"Newton County, Missouri",64583,65212,65183,55833,125491,64938,99514,0,51471,54847,0500000US29145
957,"Posey County, Indiana",79124,78595,78650,178844,0,0,0,0,0,83653,0500000US18129
958,"McMullen County, Texas",45833,60000,64167,38409,0,0,0,0,0,38409,0500000US48311
959,"Cumberland County, Illinois",69826,70078,70078,0,0,0,0,0,0,48750,0500000US17035
960,"Walton County, Georgia",82381,85992,85973,59961,62014,69821,60441,0,93317,58541,0500000US13297
961,"Pope County, Minnesota",72205,72079,72247,0,0,0,83750,0,87250,69688,0500000US27121
962,"Rappahannock County, Virginia",98125,101336,101336,0,0,0,0,0,50972,163523,0500000US51157
963,"Amherst County, Virginia",67298,71349,71675,53063,48125,0,0,0,53846,58688,0500000US51009
964,"Ventura County, California",107327,109644,117390,88673,107713,145936,88762,95104,89153,97274,0500000US06111
965,"Crawford County, Illinois",67614,67786,68346,54085,0,250000,11283,0,0,71767,0500000US17033
966,"Park County, Colorado",95450,93281,89649,171563,64083,0,113990,0,81012,89609,0500000US08093
967,"Pine County, Minnesota",69666,70436,70415,54583,133750,68333,30329,0,92386,53654,0500000US27115
968,"Bastrop County, Texas",82730,87738,89521,71263,88355,127973,52313,0,69440,72180,0500000US48021
969,"Klickitat County, Washington",70400,68097,68012,79052,0,89236,0,0,77250,83333,0500000US53039
970,"San Juan County, Washington",83682,83789,84512,77738,0,53571,123214,250000,78917,84000,0500000US53055
971,"Brown County, Wisconsin",77490,79289,79582,61875,42991,87917,52550,0,60298,63295,0500000US55009
972,"Wilson County, Kansas",57056,56895,56532,70402,0,0,0,0,0,58750,0500000US20205
973,"Natchitoches Parish, Louisiana",46798,62217,61726,47243,27007,117639,80139,0,52935,46415,0500000US22069
974,"Terrebonne Parish, Louisiana",64819,72380,72441,52368,36688,108974,74091,0,44796,64554,0500000US22109
975,"Irwin County, Georgia",53915,65938,65461,0,36510,0,0,0,0,70565,0500000US13155
976,"North Slope Borough, Alaska",86313,141250,141250,0,199375,0,72460,137188,0,96149,0500000US02185
977,"Arenac County, Michigan",56989,57438,57340,46875,28500,56719,45000,0,46563,54375,0500000US26011
978,"Lee County, Iowa",59803,59713,59904,34097,65764,15104,0,0,52500,60685,0500000US19111
979,"Osborne County, Kansas",59408,60114,60114,43594,0,0,0,0,44531,0,0500000US20141
980,"Emmet County, Michigan",73724,74563,74834,63333,150724,108500,66667,0,0,77802,0500000US26047
981,"Fremont County, Iowa",73750,75375,75542,30000,0,0,0,0,0,45625,0500000US19071
982,"Lincoln County, Maine",72026,72018,71896,69013,0,0,0,0,12500,88782,0500000US23015
983,"Bracken County, Kentucky",59521,59007,59626,0,0,0,0,0,0,0,0500000US21023
984,"Florence County, Wisconsin",62786,63107,63071,0,0,0,0,0,0,40938,0500000US55037
985,"Roane County, West Virginia",45194,45672,45672,0,0,0,0,0,0,16769,0500000US54087
986,"Wadena County, Minnesota",56882,56911,56897,66207,81397,0,0,0,0,56354,0500000US27159
987,"Anson County, North Carolina",44245,50000,49831,63133,34088,0,62961,0,63548,64167,0500000US37007
988,"Haines Borough, Alaska",72607,74321,74000,0,0,0,60625,0,0,0,0500000US02100
989,"Billings County, North Dakota",81250,83229,83229,0,0,0,0,0,0,0,0500000US38007
990,"Antelope County, Nebraska",63750,63924,63828,56477,0,0,0,0,52955,56818,0500000US31003
991,"Gasconade County, Missouri",65096,65108,65455,58639,56121,0,0,0,0,95549,0500000US29073
992,"Lafayette County, Florida",60692,60598,61130,41994,0,0,0,0,0,0,0500000US12067
993,"Catawba County, North Carolina",64544,68676,69230,47616,40606,99028,38400,0,51334,60422,0500000US37035
994,"Breathitt County, Kentucky",41101,41030,41250,0,0,0,0,0,0,21500,0500000US21025
995,"Childress County, Texas",60333,65682,65227,76068,0,0,0,0,80280,35651,0500000US48075
996,"Ripley County, Missouri",43898,44095,44019,76591,0,18875,0,0,76932,39500,0500000US29181
997,"Tazewell County, Illinois",76704,77314,77267,74504,44892,97701,0,0,72695,77603,0500000US17179
998,"Jeff Davis County, Texas",32625,39297,52500,0,0,0,0,0,0,0,0500000US48243
999,"Lexington city, Virginia",89598,95686,95686,0,74537,0,0,0,0,100536,0500000US51678
1000,"Sharp County, Arkansas",42950,42793,43829,13485,0,100417,0,0,38684,60125,0500000US05135
1001,"Larimer County, Colorado",91364,92435,93987,75897,72555,92833,78750,0,76359,81646,0500000US08069
1002,"Washington County, Minnesota",114457,115987,116244,99924,96594,130879,87542,0,93153,98750,0500000US27163
1003,"Portsmouth city, Virginia",58972,74785,75381,64375,46981,74257,0,0,58750,57344,0500000US51740
1004,"Fayette County, Pennsylvania",56093,57280,57322,50500,26972,125313,0,0,61667,50474,0500000US42051
1005,"Grant County, West Virginia",61530,61110,61239,0,0,0,0,0,0,0,0500000US54023
1006,"Shenandoah County, Virginia",64437,65797,66066,49899,35208,97083,0,0,54436,51964,0500000US51171
1007,"Irion County, Texas",58125,61985,62353,44239,0,0,0,0,51023,23750,0500000US48235
1008,"Webster County, West Virginia",42061,43047,43047,0,0,0,0,0,0,25493,0500000US54101
1009,"Davis County, Utah",108058,109432,111339,85272,85417,100975,84773,113009,81096,93924,0500000US49011
1010,"Cottonwood County, Minnesota",68239,68954,69229,64013,0,40417,0,0,47067,76250,0500000US27033
1011,"Fajardo Municipio, Puerto Rico",25170,21397,-2500,25170,23427,38690,0,0,25757,26000,0500000US72053
1012,"Greene County, Alabama",31495,66932,66932,0,26201,0,0,0,0,0,0500000US01063
1013,"Clark County, Idaho",52083,49821,60662,42083,0,0,0,0,52917,53750,0500000US16033
1014,"Kossuth County, Iowa",65656,65237,65599,0,0,250000,0,0,106061,70625,0500000US19109
1015,"Yabucoa Municipio, Puerto Rico",21279,23913,56058,21128,21791,0,0,0,20806,27679,0500000US72151
1016,"Burke County, North Dakota",96339,99313,99563,50625,0,53250,0,0,0,0,0500000US38013
1017,"Durham County, North Carolina",79501,100895,104519,60145,61726,96510,68986,0,57874,71502,0500000US37063
1018,"Harrison County, Iowa",77027,77150,76884,138281,0,0,0,0,117917,65221,0500000US19085
1019,"Keya Paha County, Nebraska",60313,59063,59063,0,0,0,0,0,0,0,0500000US31103
1020,"Webster County, Iowa",68054,68717,69201,34638,0,135750,90972,0,74907,34358,0500000US19187
1021,"Pope County, Illinois",62500,63036,63080,0,0,0,-2500,0,0,53654,0500000US17151
1022,"Smith County, Tennessee",62799,64375,64427,40978,23182,0,0,0,42038,68250,0500000US47159
1023,"Henry County, Virginia",48445,51782,51681,51978,39111,0,0,0,58454,39246,0500000US51089
1024,"Alexandria city, Virginia",113638,144697,148798,87754,79475,105895,84688,0,87417,93176,0500000US51510
1025,"Jefferson County, Iowa",56824,59243,57336,70731,68958,0,0,0,0,36230,0500000US19101
1026,"Lewis and Clark County, Montana",74543,75912,76675,60222,60563,0,0,0,91750,60035,0500000US30049
1027,"Duchesne County, Utah",74738,76720,77566,56793,0,0,0,146250,41164,70341,0500000US49013
1028,"Alfalfa County, Oklahoma",67870,65679,66000,80250,0,0,0,0,80125,105938,0500000US40003
1029,"Delta County, Texas",62855,62321,61111,96974,22917,0,0,0,59276,130671,0500000US48119
1030,"Trousdale County, Tennessee",63190,64634,64634,146964,27885,0,0,0,0,83380,0500000US47169
1031,"Perry County, Kentucky",45261,45335,45335,0,100608,0,0,0,0,58462,0500000US21193
1032,"Deuel County, South Dakota",79556,79415,79415,53603,0,0,0,0,0,0,0500000US46039
1033,"Jackson County, Oregon",71443,71437,71291,71989,38849,70583,46823,88554,82100,72594,0500000US41029
1034,"Hormigueros Municipio, Puerto Rico",24862,25505,0,24721,28500,0,0,0,24181,28542,0500000US72067
1035,"Zavala County, Texas",41887,47633,85333,41520,0,0,0,0,22039,44231,0500000US48507
1036,"Banner County, Nebraska",71250,77344,77750,43650,0,0,0,0,0,75625,0500000US31007
1037,"Madison County, Iowa",89542,89800,91934,26529,0,116154,0,0,0,93750,0500000US19121
1038,"Broward County, Florida",74534,81162,83208,74105,60390,98386,74076,114961,70031,76611,0500000US12011
1039,"Toombs County, Georgia",54130,60057,60986,48528,33147,128015,0,0,38352,59078,0500000US13279
1040,"Sanilac County, Michigan",59074,59274,59350,66250,0,0,53750,0,61513,55875,0500000US26151
1041,"Rockwall County, Texas",124917,130659,131921,107798,109213,103668,94901,0,85037,131660,0500000US48397
1042,"Wayne County, Michigan",59521,75946,76154,59036,41009,105121,50031,33939,48645,61302,0500000US26163
1043,"Floyd County, Indiana",78179,80687,80824,62163,31620,139247,101250,0,38607,66688,0500000US18043
1044,"Morton County, Kansas",65625,71917,67000,57188,0,0,0,0,0,49500,0500000US20129
1045,"Grant County, Kentucky",67940,67979,67982,74662,0,0,0,0,0,0,0500000US21081
1046,"Taylor County, Kentucky",61871,63445,62962,81250,0,32176,44375,0,0,45870,0500000US21217
1047,"Floyd County, Georgia",62540,70358,70095,62500,31663,65809,72553,0,47188,45662,0500000US13115
1048,"Churchill County, Nevada",73268,83085,82666,45357,93716,0,35997,0,41756,55469,0500000US32001
1049,"Caroline County, Maryland",66368,72059,72294,63125,36956,0,0,0,73529,71176,0500000US24011
1050,"Douglas County, Minnesota",77264,77516,77435,71037,0,0,0,0,71848,41176,0500000US27041
1051,"Jefferson County, Montana",76576,77052,77133,66250,0,0,51319,0,0,96071,0500000US30043
1052,"Fairfax County, Virginia",150113,169697,173045,103646,106263,147249,98750,143684,86366,131778,0500000US51059
1053,"Deer Lodge County, Montana",49533,49524,49794,0,0,0,33750,0,188239,48717,0500000US30023
1054,"Anderson County, Tennessee",63171,63617,63545,78448,41720,57372,80395,0,86932,62883,0500000US47001
1055,"Graham County, North Carolina",49038,48846,48762,55781,0,0,57847,0,46719,34750,0500000US37075
1056,"Logan County, West Virginia",47237,48468,48468,0,18164,13802,0,0,0,48199,0500000US54045
1057,"Pleasants County, West Virginia",61038,61183,61183,0,0,0,0,0,0,0,0500000US54073
1058,"Giles County, Virginia",64819,64888,64974,61429,0,0,0,0,0,60833,0500000US51071
1059,"Fayette County, West Virginia",52672,54421,54464,0,32500,0,0,0,13438,0,0500000US54019
1060,"Snohomish County, Washington",107982,107391,107502,87993,83844,139166,110349,96157,77677,105518,0500000US53061
1061,"Eddy County, New Mexico",79605,81065,81722,76269,0,143750,85021,0,61549,78110,0500000US35015
1062,"McPherson County, Nebraska",61316,61250,61250,0,0,0,0,0,0,0,0500000US31117
1063,"Red Willow County, Nebraska",60000,61092,61092,51759,0,0,0,0,50278,0,0500000US31145
1064,"Liberty County, Montana",53264,53958,53958,0,0,0,0,0,0,65313,0500000US30051
1065,"Duval County, Texas",50081,58200,60608,42949,0,0,0,0,0,36909,0500000US48131
1066,"Ralls County, Missouri",62054,62374,62374,0,33375,0,0,0,0,61193,0500000US29173
1067,"Johnson County, Texas",81826,81926,84287,70561,81480,88102,101607,-2500,63971,83931,0500000US48251
1068,"Clay County, Georgia",48715,79412,79118,0,43065,0,0,0,0,45694,0500000US13061
