OBJECTID,Location,median,median_white,median_white_only,median_hispanic,median_black_only,median_asian,median_native,median_native_islander,median_other,median_two_or_more,GEOIDFQ
2636,"De Soto Parish, Louisiana",46077,62092,62014,133261,26257,0,0,0,0,76326,0500000US22031
2637,"Fresno County, California",71434,78194,85064,60754,51280,88247,63992,67868,57945,67479,0500000US06019
2638,"Iowa County, Iowa",72185,73684,74265,35710,0,0,0,0,0,36518,0500000US19095
2639,"Buffalo County, Nebraska",74570,76688,76861,70232,60875,0,0,0,77054,51667,0500000US31019
2640,"Beaver County, Oklahoma",64266,65833,64815,63618,0,0,0,0,55000,70774,0500000US40007
2641,"Butler County, Iowa",69651,70400,70480,73000,43438,0,0,0,0,66875,0500000US19023
2642,"Roosevelt County, Montana",53125,70500,70161,73906,0,110625,34091,0,0,70000,0500000US30085
2643,"Barceloneta Municipio, Puerto Rico",21750,23036,0,21669,0,15625,0,0,28214,19328,0500000US72017
2644,"Hopewell city, Virginia",48681,51733,50263,80850,42876,98523,0,0,77125,51016,0500000US51670
2645,"Winnebago County, Illinois",64363,70511,71255,58915,34402,89728,80208,0,68311,55986,0500000US17201
2646,"Gila County, Arizona",59089,61695,62660,58160,11821,132750,43859,0,56202,60259,0500000US04007
2647,"Wicomico County, Maryland",72861,76466,76514,73046,60956,70806,78693,0,85801,73883,0500000US24045
2648,"Carter County, Kentucky",50389,49116,49292,0,0,0,0,0,0,82948,0500000US21043
2649,"Iredell County, North Carolina",78678,83380,83851,72376,54487,94472,49669,0,71325,71089,0500000US37097
2650,"Halifax County, Virginia",49244,56491,56732,55536,32354,95509,0,0,26438,57299,0500000US51083
2651,"Hertford County, North Carolina",47472,64426,64717,27245,42428,36615,68125,0,26419,0,0500000US37091
2652,"Montgomery County, New York",62923,66064,66294,49065,30000,43929,26780,0,47618,53438,0500000US36057
2653,"Gilmer County, Georgia",72542,72699,72368,90663,0,0,35075,0,90492,66371,0500000US13123
2654,"Roseau County, Minnesota",73611,73291,73535,0,0,80268,0,0,0,81875,0500000US27135
2655,"Madison County, Mississippi",78794,107239,109372,60576,47029,84167,0,0,77788,60455,0500000US28089
2656,"Howard County, Texas",71457,72090,77645,66743,40227,113990,0,0,66516,79241,0500000US48227
2657,"Wayne County, West Virginia",55539,55317,55317,83750,81326,0,0,0,250000,47961,0500000US54099
2658,"Hardee County, Florida",54231,51686,55765,56667,0,68456,100739,0,54286,80168,0500000US12049
2659,"Clermont County, Ohio",83178,82778,82687,95855,67736,215697,0,0,85987,78797,0500000US39025
2660,"Yoakum County, Texas",82261,81223,64223,98646,0,0,0,0,0,91607,0500000US48501
2661,"Yamhill County, Oregon",87084,85552,86701,90043,45904,109750,85000,0,94290,89958,0500000US41071
2662,"Louisa County, Iowa",80223,80536,80327,95179,0,0,0,0,84427,59167,0500000US19115
2663,"Elk County, Kansas",56087,55978,56793,0,0,0,0,0,0,69318,0500000US20049
2664,"Noble County, Ohio",55360,55114,55076,0,0,0,0,0,0,148646,0500000US39121
2665,"Putnam County, Ohio",82785,84237,84505,75448,0,0,0,0,66067,52958,0500000US39137
2666,"Somervell County, Texas",83382,86618,93032,74137,0,0,0,0,0,106595,0500000US48425
2667,"Lebanon County, Pennsylvania",76350,79058,79769,57739,60403,83125,40625,0,50324,64107,0500000US42075
2668,"Glacier County, Montana",45129,70192,69848,0,0,48750,35167,0,0,30260,0500000US30035
2669,"Pershing County, Nevada",72007,78750,78636,61354,0,0,0,0,33892,52083,0500000US32027
2670,"Mahnomen County, Minnesota",53925,64728,64837,64750,0,0,40750,0,0,48750,0500000US27087
2671,"Passaic County, New Jersey",87137,108313,114115,66130,52715,109705,68986,0,67743,61326,0500000US34031
2672,"Lake County, Montana",61965,66676,67407,0,0,65844,45572,0,0,52622,0500000US30047
2673,"Kenedy County, Texas",0,0,0,0,0,0,0,0,0,0,0500000US48261
2674,"Borden County, Texas",64250,72969,69688,29028,0,0,0,0,0,0,0500000US48033
2675,"Perry County, Missouri",63356,64007,64133,63482,0,0,0,0,0,53875,0500000US29157
2676,"San Saba County, Texas",54855,57348,55450,54698,0,0,0,0,38611,40096,0500000US48411
2677,"Kingfisher County, Oklahoma",70617,75977,76125,54317,105588,0,69946,0,80046,53033,0500000US40073
2678,"Burleson County, Texas",72888,76667,77430,51964,60642,0,0,0,48342,73514,0500000US48051
2679,"Fulton County, New York",62615,63425,63435,47288,0,115192,0,0,0,57943,0500000US36035
2680,"Sunflower County, Mississippi",40265,80625,80720,59213,31902,0,0,0,73750,80986,0500000US28133
2681,"Jim Hogg County, Texas",42230,39091,0,42216,0,0,0,0,0,45762,0500000US48247
2682,"Cheyenne County, Colorado",67768,71111,71713,60227,0,0,0,0,0,53036,0500000US08017
2683,"Clackamas County, Oregon",100360,100555,101115,88813,94167,113023,98177,78125,77429,101480,0500000US41005
2684,"Polk County, Arkansas",49252,50322,50662,42404,0,0,17875,0,29306,44630,0500000US05113
2685,"Macon County, Georgia",37177,60547,62422,0,26566,85074,0,0,0,11528,0500000US13193
2686,"Benton County, Indiana",61811,61887,62105,43500,0,0,0,0,0,72841,0500000US18007
2687,"Morgan County, Tennessee",57408,57151,57491,40347,0,0,0,0,0,74028,0500000US47129
2688,"Douglas County, South Dakota",78125,79183,79231,0,0,0,0,0,85357,0,0500000US46043
2689,"Worcester County, Maryland",81455,86783,87283,49500,47127,92192,0,0,110266,72661,0500000US24047
2690,"Wabash County, Illinois",53650,54513,54534,8652,0,0,0,0,0,0,0500000US17185
2691,"Huntington County, Indiana",62734,63966,63199,101875,33802,53059,172000,0,0,56813,0500000US18069
2692,"Scott County, Kentucky",83660,86997,87237,65625,54350,106544,0,0,79219,85266,0500000US21209
2693,"Decatur County, Iowa",57146,56745,55637,118111,81250,0,0,0,0,61442,0500000US19053
2694,"Wabash County, Indiana",68414,68724,69877,66389,0,46324,110114,0,0,64228,0500000US18169
2695,"Allen County, Indiana",68839,74648,75057,57867,42530,65698,61875,132569,59767,59707,0500000US18003
2696,"Marshall County, Indiana",68041,68236,69814,50647,0,81953,0,0,85428,52994,0500000US18099
2697,"Thomas County, Nebraska",72708,71477,71477,0,0,0,0,0,0,110551,0500000US31171
2698,"Lehigh County, Pennsylvania",77493,86601,89321,52467,52628,117929,100313,0,49896,55864,0500000US42077
2699,"Seward County, Nebraska",81122,81077,81146,97917,0,0,0,0,0,105298,0500000US31159
2700,"Chemung County, New York",63469,64375,64602,50181,44907,66019,0,0,69267,52414,0500000US36015
2701,"Wyoming County, New York",68913,68937,68844,117583,65777,48438,0,0,122961,61392,0500000US36121
2702,"Stanislaus County, California",79661,84095,87752,71480,64082,84740,74063,100068,71592,70554,0500000US06099
2703,"Northampton County, Pennsylvania",86687,90249,90759,68337,66508,123471,86649,0,57591,74433,0500000US42095
2704,"Morgan County, Alabama",64858,69064,69439,65676,40450,0,0,0,61292,68438,0500000US01103
2705,"Breckinridge County, Kentucky",53673,54047,53876,250000,41719,0,0,0,78860,49821,0500000US21027
2706,"Logan County, Nebraska",71650,71650,71500,0,0,0,0,0,0,47188,0500000US31113
2707,"Merrick County, Nebraska",62849,62926,62975,62589,0,0,0,0,0,75500,0500000US31121
2708,"Sheridan County, Nebraska",56900,57279,56967,0,0,0,56071,0,90982,49097,0500000US31161
2709,"Carlisle County, Kentucky",62019,63167,62917,0,63056,0,0,0,0,37125,0500000US21039
2710,"Natrona County, Wyoming",71247,72121,72476,62549,0,0,71125,0,72500,61563,0500000US56025
2711,"Worth County, Georgia",57201,63578,63957,26809,43595,0,0,0,0,0,0500000US13321
2712,"Morgan County, Indiana",79088,80070,80326,70417,19043,0,0,0,250000,56389,0500000US18109
2713,"Ellis County, Texas",95898,99545,102762,74434,98142,93984,0,0,61639,84761,0500000US48139
2714,"Pierce County, Georgia",56691,60984,59886,86211,33356,0,0,0,0,65903,0500000US13229
2715,"Grant County, Indiana",54007,55232,55504,46673,35472,118692,0,0,45106,43177,0500000US18053
2716,"Flagler County, Florida",72923,74756,75517,61673,59982,86250,0,0,71062,68011,0500000US12035
2717,"Lawrence County, Mississippi",43368,47984,47984,53750,31238,0,31607,0,0,0,0500000US28077
2718,"Winn Parish, Louisiana",46368,52800,51964,58811,34740,0,0,0,0,59153,0500000US22127
2719,"Henry County, Illinois",69912,71141,70716,70492,60375,134583,0,0,48025,67140,0500000US17073
2720,"Outagamie County, Wisconsin",82857,83487,83472,61445,55758,121944,73629,0,56875,76419,0500000US55087
2721,"Lafayette County, Missouri",79091,80546,80743,0,44795,0,111346,0,40000,77258,0500000US29107
2722,"Wilson County, North Carolina",51381,70177,69579,44323,38082,0,26250,0,47417,34845,0500000US37195
2723,"Morrow County, Ohio",71047,72053,72082,33715,0,0,41528,0,0,36859,0500000US39117
2724,"Granite County, Montana",54646,54010,53932,130250,0,0,0,0,0,71583,0500000US30039
2725,"Foster County, North Dakota",83412,83818,83919,0,0,0,0,0,0,0,0500000US38031
2726,"Crawford County, Arkansas",60362,60088,59635,64837,45640,81250,45500,0,75682,63403,0500000US05033
2727,"Burnet County, Texas",77158,79635,80058,60621,83667,0,0,0,70313,56865,0500000US48053
2728,"Ste. Genevieve County, Missouri",61310,62140,62029,0,46290,0,0,0,0,54032,0500000US29186
2729,"Gray County, Texas",56082,60351,62852,38254,38750,53652,37813,0,35881,30568,0500000US48179
2730,"McDonough County, Illinois",50434,51924,51792,0,39674,69444,0,0,0,49688,0500000US17109
2731,"Montgomery County, Iowa",63190,64517,64422,0,0,0,0,0,74531,25476,0500000US19137
2732,"Jackson County, Arkansas",41215,46107,46016,43729,22191,0,0,0,0,35701,0500000US05067
2733,"Hudspeth County, Texas",39336,45735,49167,46563,0,0,0,0,0,34259,0500000US48229
2734,"Newton County, Mississippi",50426,63589,63589,250000,39017,26250,29326,0,250000,0,0500000US28101
2735,"Sampson County, North Carolina",53159,62615,65872,47939,37133,0,49877,0,51654,44342,0500000US37163
2736,"Moore County, Tennessee",66687,68015,68015,0,40913,0,0,0,0,61484,0500000US47127
2737,"Pinellas County, Florida",70293,72880,73474,61755,51269,84012,63750,53194,60076,65664,0500000US12103
2738,"Barranquitas Municipio, Puerto Rico",22167,23468,0,22167,25430,0,0,0,31402,20335,0500000US72019
2739,"Hamilton County, Illinois",61520,62561,62561,0,0,0,0,0,0,0,0500000US17065
2740,"Perry County, Arkansas",60078,62402,61953,100417,0,0,0,0,0,19261,0500000US05105
2741,"Cheyenne County, Kansas",55765,55714,55969,50179,0,0,0,0,0,68405,0500000US20023
2742,"Delta County, Colorado",58330,59131,59360,48295,0,90625,0,0,73607,34263,0500000US08029
2743,"Wayne County, Iowa",59118,60500,60800,0,0,0,0,0,0,37292,0500000US19185
2744,"Gaines County, Texas",76605,87051,87539,73266,0,0,0,0,98393,34940,0500000US48165
2745,"Marion County, Alabama",50714,52371,52060,58343,27344,0,11349,0,0,64107,0500000US01093
2746,"Watauga County, North Carolina",51367,52459,53421,32740,0,108477,48438,0,0,33233,0500000US37189
2747,"Roanoke city, Virginia",52671,59524,59914,40355,40809,57266,41344,0,40729,51221,0500000US51770
2748,"Martin County, Texas",77083,104080,121272,60482,0,0,0,0,59572,47538,0500000US48317
2749,"Bowie County, Texas",59295,66479,66777,57603,40464,89896,66150,0,50083,54766,0500000US48037
2750,"Weber County, Utah",87083,88303,89753,79073,68438,87717,73250,0,85373,80601,0500000US49057
2751,"Marion County, Missouri",63908,64231,64485,78024,26397,0,0,0,41111,79857,0500000US29127
2752,"Jefferson County, New York",64978,66006,66228,58548,59441,83750,74436,0,58481,53750,0500000US36045
2753,"Marion County, Indiana",63450,73391,73852,60153,45580,75220,54286,0,60720,60296,0500000US18097
2754,"Chicot County, Arkansas",39683,62115,61401,74063,27981,0,0,0,0,72639,0500000US05017
2755,"Bibb County, Georgia",50747,74025,75605,53105,37810,63674,35804,0,44160,54065,0500000US13021
2756,"Guayanilla Municipio, Puerto Rico",21400,20921,0,21530,0,0,0,0,18919,28092,0500000US72059
2757,"San Sebastián Municipio, Puerto Rico",17834,18010,38009,17709,15395,0,0,0,17802,17411,0500000US72131
2758,"Pope County, Arkansas",54606,54746,54627,59865,61023,135052,0,0,54672,47126,0500000US05115
2759,"Southampton County, Virginia",68465,83556,82998,238125,43542,90568,0,0,115500,91667,0500000US51175
2760,"Gregg County, Texas",64809,72991,74367,60478,48340,72434,50733,0,60915,62612,0500000US48183
2761,"Rockland County, New York",110631,113600,113719,89411,104448,158036,93333,0,81564,101567,0500000US36087
2762,"Marion County, Arkansas",46953,47083,47030,64179,0,37237,36250,0,75370,0,0500000US05089
2763,"Suffolk city, Virginia",90089,102355,103060,82210,72370,84044,113317,0,111333,93929,0500000US51800
2764,"El Paso County, Colorado",87470,91522,92796,72661,69360,95091,62165,90981,72386,75650,0500000US08041
2765,"St. Francois County, Missouri",54813,55093,55238,78886,0,0,0,0,0,51420,0500000US29187
2766,"Ward County, Texas",71719,63457,69211,73676,48047,0,0,0,93293,145673,0500000US48475
2767,"Kiowa County, Colorado",56389,55556,54511,60547,0,0,0,0,0,58750,0500000US08061
2768,"Wilbarger County, Texas",51626,56250,57963,36985,67881,0,31875,0,0,40772,0500000US48487
2769,"Curry County, Oregon",64769,64558,64198,73580,0,39306,109715,0,0,51134,0500000US41015
2770,"Teller County, Colorado",80666,81282,81646,52734,38814,0,0,0,132868,58429,0500000US08119
2771,"Clinton County, Missouri",70625,71509,71199,77669,0,66250,0,0,61429,56484,0500000US29049
2772,"Mason County, Washington",78359,81417,81536,68625,0,101685,40568,0,67857,63953,0500000US53045
2773,"Nash County, North Carolina",60704,72625,72410,75048,50959,117961,58779,0,75703,70962,0500000US37127
2774,"York County, Virginia",108326,111608,111989,103491,95898,114940,194688,0,66053,104698,0500000US51199
2775,"Gooding County, Idaho",62395,58519,59755,75239,0,0,0,0,106198,48173,0500000US16047
2776,"Tipton County, Tennessee",71736,75639,75933,105125,45612,0,0,0,0,81071,0500000US47167
2777,"West Baton Rouge Parish, Louisiana",87320,99821,99750,65948,62410,0,0,0,76947,137679,0500000US22121
2778,"Putnam County, Missouri",56875,57300,57050,0,0,0,0,0,0,0,0500000US29171
2779,"Teton County, Wyoming",112681,113715,113746,97273,0,0,0,0,96761,86267,0500000US56039
2780,"Grant County, Wisconsin",64349,64652,64676,42772,31364,0,0,0,0,65000,0500000US55043
2781,"Morton County, North Dakota",79483,83615,83543,49119,0,0,60541,0,53500,115370,0500000US38059
2782,"Chowan County, North Carolina",56982,77102,77102,0,29674,0,0,0,0,0,0500000US37041
2783,"Buncombe County, North Carolina",70578,73723,74060,49271,34315,77014,90667,0,54876,58773,0500000US37021
2784,"Plumas County, California",64946,64970,64776,65576,0,90625,0,0,62813,74659,0500000US06063
2785,"Petersburg city, Virginia",50741,54379,54211,52981,49454,92750,0,0,93750,35556,0500000US51730
2786,"Laurens County, Georgia",49705,62936,62950,105550,31705,0,0,0,105765,44954,0500000US13175
2787,"New York County, New York",104553,146158,152562,50801,46301,108219,42785,0,43417,76804,0500000US36061
2788,"Benton County, Arkansas",89879,88548,90574,73219,81596,124658,77700,66513,95851,85064,0500000US05007
2789,"Isabela Municipio, Puerto Rico",20484,19828,0,20283,25031,0,0,0,18686,22863,0500000US72071
2790,"Marion County, Florida",58535,59983,60618,51945,52575,65471,57596,0,50032,52740,0500000US12083
2791,"Nottoway County, Virginia",62161,70556,69647,0,58807,0,0,0,0,48525,0500000US51135
2792,"Warren County, New Jersey",99596,99538,99371,99167,104583,122697,0,0,84198,104079,0500000US34041
2793,"Columbia County, New York",83619,87608,87829,60172,23278,144375,0,0,34100,78375,0500000US36021
2794,"Martinsville city, Virginia",42434,50795,48021,79545,40162,33125,0,0,0,54457,0500000US51690
2795,"Platte County, Missouri",95748,96628,97120,77699,83016,111989,115545,111393,96500,69145,0500000US29165
2796,"Buchanan County, Missouri",59423,62162,61820,59939,24276,0,20511,0,56563,48189,0500000US29021
2797,"Limestone County, Alabama",83534,87692,87411,53542,62520,147039,55541,0,50259,82821,0500000US01083
2798,"Henry County, Indiana",60144,59978,60089,0,0,115391,140893,0,119091,38750,0500000US18065
2799,"Polk County, Nebraska",71771,71033,70822,113750,0,0,0,0,114375,118382,0500000US31143
2800,"Ottawa County, Ohio",75728,76744,76942,59750,0,0,0,0,50086,72177,0500000US39123
2801,"Norman County, Minnesota",69833,69500,69932,48417,71063,0,68500,0,0,60250,0500000US27107
2802,"Hennepin County, Minnesota",96339,105629,105951,80546,51385,109920,60956,-2500,70454,87957,0500000US27053
2803,"Centre County, Pennsylvania",72748,74478,74817,64375,40709,37283,51250,0,65243,91250,0500000US42027
2804,"Bee County, Texas",56075,62696,75113,49273,0,78056,31287,0,59924,53617,0500000US48025
2805,"Henderson County, Tennessee",53471,52074,51686,0,53907,0,0,0,0,101713,0500000US47077
2806,,,,,,,,,,,,0500000US60030
2807,,,,,,,,,,,,0500000US60010
2808,"Tama County, Iowa",67955,68575,68238,67692,85875,57917,51364,0,46250,68942,0500000US19171
2809,"Seward County, Kansas",62269,62083,59083,66898,33799,133319,0,0,51538,73457,0500000US20175
