"GEO_ID","NAME","B19001F_001E","B19001F_001M","B19001F_002E","B19001F_002M","B19001F_003E","B19001F_003M","B19001F_004E","B19001F_004M","B19001F_005E","B19001F_005M","B19001F_006E","B19001F_006M","B19001F_007E","B19001F_007M","B19001F_008E","B19001F_008M","B19001F_009E","B19001F_009M","B19001F_010E","B19001F_010M","B19001F_011E","B19001F_011M","B19001F_012E","B19001F_012M","B19001F_013E","B19001F_013M","B19001F_014E","B19001F_014M","B19001F_015E","B19001F_015M","B19001F_016E","B19001F_016M","B19001F_017E","B19001F_017M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than $10,000","Margin of Error!!Total:!!Less than $10,000","Estimate!!Total:!!$10,000 to $14,999","Margin of Error!!Total:!!$10,000 to $14,999","Estimate!!Total:!!$15,000 to $19,999","Margin of Error!!Total:!!$15,000 to $19,999","Estimate!!Total:!!$20,000 to $24,999","Margin of Error!!Total:!!$20,000 to $24,999","Estimate!!Total:!!$25,000 to $29,999","Margin of Error!!Total:!!$25,000 to $29,999","Estimate!!Total:!!$30,000 to $34,999","Margin of Error!!Total:!!$30,000 to $34,999","Estimate!!Total:!!$35,000 to $39,999","Margin of Error!!Total:!!$35,000 to $39,999","Estimate!!Total:!!$40,000 to $44,999","Margin of Error!!Total:!!$40,000 to $44,999","Estimate!!Total:!!$45,000 to $49,999","Margin of Error!!Total:!!$45,000 to $49,999","Estimate!!Total:!!$50,000 to $59,999","Margin of Error!!Total:!!$50,000 to $59,999","Estimate!!Total:!!$60,000 to $74,999","Margin of Error!!Total:!!$60,000 to $74,999","Estimate!!Total:!!$75,000 to $99,999","Margin of Error!!Total:!!$75,000 to $99,999","Estimate!!Total:!!$100,000 to $124,999","Margin of Error!!Total:!!$100,000 to $124,999","Estimate!!Total:!!$125,000 to $149,999","Margin of Error!!Total:!!$125,000 to $149,999","Estimate!!Total:!!$150,000 to $199,999","Margin of Error!!Total:!!$150,000 to $199,999","Estimate!!Total:!!$200,000 or more","Margin of Error!!Total:!!$200,000 or more",
"0500000US31089","Holt County, Nebraska","37","29","0","16","0","16","0","16","12","20","0","16","0","16","0","16","2","3","0","16","9","13","6","13","4","8","0","16","4","5","0","16","0","16",
"0500000US31091","Hooker County, Nebraska","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US31093","Howard County, Nebraska","28","20","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","1","3","3","5","24","22","0","15","0","15","0","15","0","15",
"0500000US31095","Jefferson County, Nebraska","13","22","0","15","0","15","0","15","0","15","0","15","0","15","13","22","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US31097","Johnson County, Nebraska","49","28","0","15","0","15","0","15","0","15","0","15","0","15","0","15","8","13","0","15","5","7","0","15","30","19","6","10","0","15","0","15","0","15",
"0500000US31099","Kearney County, Nebraska","41","28","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","41","28",
"0500000US31101","Keith County, Nebraska","20","28","0","15","0","15","0","15","0","15","0","15","19","28","1","2","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US31103","Keya Paha County, Nebraska","4","4","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","4","4",
"0500000US31105","Kimball County, Nebraska","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US31107","Knox County, Nebraska","9","10","0","15","0","15","6","9","0","15","0","15","0","15","0","15","0","15","0","15","1","2","2","3","0","15","0","15","0","15","0","15","0","15",
"0500000US31109","Lancaster County, Nebraska","2244","434","160","99","72","61","0","24","113","98","145","139","135","111","113","72","18","19","330","274","164","96","241","108","216","108","202","103","55","41","252","102","28","26",
"0500000US31111","Lincoln County, Nebraska","234","90","0","22","11","19","0","22","19","34","2","3","10","12","0","22","0","22","4","6","17","25","26","27","27","28","101","75","2","4","15","26","0","22",
"0500000US31113","Logan County, Nebraska","4","5","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","4","5",
"0500000US31115","Loup County, Nebraska","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US31117","McPherson County, Nebraska","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US31119","Madison County, Nebraska","415","127","54","55","14","28","0","22","5","7","19","22","0","22","0","22","0","22","49","46","41","45","51","46","143","77","21","25","0","22","5","7","13","18",
"0500000US31121","Merrick County, Nebraska","38","34","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","21","28","0","15","4","5","0","15","0","15","13","24",
"0500000US31123","Morrill County, Nebraska","33","21","0","10","0","10","0","10","1","2","0","10","0","10","0","10","0","10","0","10","12","15","0","10","6","9","13","15","0","10","1","3","0","10",
"0500000US31125","Nance County, Nebraska","18","17","0","10","0","10","11","14","0","10","0","10","7","9","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US31127","Nemaha County, Nebraska","63","59","0","15","0","15","60","59","0","15","0","15","0","15","3","6","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US31129","Nuckolls County, Nebraska","26","33","26","33","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US31131","Otoe County, Nebraska","140","57","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","36","51","30","39","27","44","0","16","0","16","47","45","0","16",
"0500000US31133","Pawnee County, Nebraska","6","9","2","6","0","10","0","10","0","10","0","10","0","10","0","10","0","10","4","7","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US31135","Perkins County, Nebraska","12","11","0","10","0","10","0","10","0","10","0","10","2","3","0","10","9","11","0","10","0","10","0","10","1","3","0","10","0","10","0","10","0","10",
"0500000US31137","Phelps County, Nebraska","13","10","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","1","2","3","4","0","15","5","7","1","3","0","15","3","5","0","15",
"0500000US31139","Pierce County, Nebraska","13","22","13","22","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US31141","Platte County, Nebraska","570","173","9","15","47","50","27","37","15","19","0","22","43","56","14","24","0","22","12","17","89","78","143","99","29","47","98","92","32","42","12","19","0","22",
"0500000US31143","Polk County, Nebraska","22","14","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","7","10","1","2","0","15","9","9","5","6","0","15","0","15",
"0500000US31145","Red Willow County, Nebraska","48","38","11","16","0","16","0","16","0","16","0","16","0","16","0","16","10","19","0","16","27","30","0","16","0","16","0","16","0","16","0","16","0","16",
"0500000US31147","Richardson County, Nebraska","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US31149","Rock County, Nebraska","1","2","0","10","0","10","0","10","0","10","0","10","1","2","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US31151","Saline County, Nebraska","538","158","0","16","0","16","14","25","0","16","0","16","0","16","0","16","28","34","3","5","54","84","42","36","259","149","22","34","80","92","19","30","17","28",
"0500000US31153","Sarpy County, Nebraska","1672","323","78","69","5","10","54","71","35","36","89","69","27","32","52","69","12","20","64","51","57","59","294","127","354","222","218","114","71","56","161","97","101","62",
"0500000US31155","Saunders County, Nebraska","59","64","1","2","0","19","0","19","8","14","0","19","0","19","0","19","0","19","32","54","0","19","0","19","0","19","18","25","0","19","0","19","0","19",
"0500000US31157","Scotts Bluff County, Nebraska","706","158","22","30","94","50","11","16","70","61","2","4","33","41","34","28","15","25","7","11","83","54","107","72","46","41","56","59","82","61","23","29","21","27",
"0500000US31159","Seward County, Nebraska","7","8","0","16","0","16","0","16","0","16","0","16","0","16","0","16","4","6","0","16","0","16","0","16","0","16","3","5","0","16","0","16","0","16",
"0500000US31161","Sheridan County, Nebraska","21","18","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","3","6","0","15","16","17","0","15","0","15","2","3","0","15",
"0500000US31163","Sherman County, Nebraska","8","10","7","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1","2","0","10","0","10","0","10","0","10","0","10",
"0500000US31165","Sioux County, Nebraska","10","12","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","10","12","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US31167","Stanton County, Nebraska","32","19","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","4","8","7","11","21","19","0","15",
"0500000US31169","Thayer County, Nebraska","11","10","0","10","0","10","0","10","3","4","0","10","0","10","0","10","0","10","0","10","0","10","8","9","0","10","0","10","0","10","0","10","0","10",
"0500000US31171","Thomas County, Nebraska","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US31173","Thurston County, Nebraska","7","9","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","7","9","0","15","0","15",
"0500000US31175","Valley County, Nebraska","51","39","0","10","0","10","0","10","0","10","0","10","0","10","5","8","0","10","0","10","37","45","0","10","0","10","9","12","0","10","0","10","0","10",
"0500000US31177","Washington County, Nebraska","35","39","0","19","0","19","0","19","0","19","1","2","0","19","0","19","6","10","26","37","2","4","0","19","0","19","0","19","0","19","0","19","0","19",
"0500000US31179","Wayne County, Nebraska","48","56","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","8","11","34","53","0","15","6","9","0","15","0","15","0","15",
"0500000US31181","Webster County, Nebraska","6","8","0","10","0","10","0","10","0","10","0","10","0","10","0","10","6","8","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US31183","Wheeler County, Nebraska","2","4","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1","2","0","10","0","10","1","2",
"0500000US31185","York County, Nebraska","25","31","0","16","0","16","0","16","0","16","0","16","8","11","0","16","0","16","1","3","0","16","16","25","0","16","0","16","0","16","0","16","0","16",
"0500000US32001","Churchill County, Nevada","400","136","40","53","7","15","0","26","0","26","31","42","3","5","8","12","158","122","0","26","0","26","87","84","22","26","13","25","6","10","15","26","10","20",
"0500000US32003","Clark County, Nevada","81994","2256","4181","593","2464","461","2303","462","3107","473","2933","517","3881","531","4006","537","3795","533","3963","525","7537","740","10217","870","13349","974","8216","840","5006","600","4877","525","2159","319",
"0500000US32005","Douglas County, Nevada","543","157","68","93","11","16","0","30","0","30","9","15","16","15","0","30","48","42","20","33","31","45","88","59","49","54","8","11","97","78","6","10","92","72",
"0500000US32007","Elko County, Nevada","1200","254","66","66","38","46","0","33","174","124","31","33","52","60","36","53","95","81","16","28","161","89","80","78","133","83","38","41","131","124","69","57","80","63",
"0500000US32009","Esmeralda County, Nevada","8","11","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","8","11","0","14","0","14","0","14",
"0500000US32011","Eureka County, Nevada","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"0500000US32013","Humboldt County, Nevada","624","192","0","22","14","29","1","2","2","3","82","77","137","116","0","22","0","22","37","49","39","54","41","59","21","33","100","90","54","70","36","40","60","80",
"0500000US32015","Lander County, Nevada","46","52","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","20","35","26","38","0","20","0","20","0","20","0","20","0","20",
"0500000US32017","Lincoln County, Nevada","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"0500000US32019","Lyon County, Nevada","1354","292","132","91","62","62","6","12","68","72","21","36","13","23","23","28","21","29","29","34","121","98","379","232","111","77","73","67","147","94","90","74","58","65",
"0500000US32021","Mineral County, Nevada","11","16","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","11","16",
"0500000US32023","Nye County, Nevada","804","252","20","25","78","86","73","95","59","98","55","61","28","34","89","120","8","16","94","81","0","33","47","54","46","39","52","57","27","30","67","57","61","58",
"0500000US32027","Pershing County, Nevada","161","95","7","11","3","6","33","54","0","20","8","13","53","73","0","20","3","6","8","11","0","20","5","10","0","20","35","32","6","13","0","20","0","20",
"0500000US32029","Storey County, Nevada","10","15","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","10","15","0","14","0","14",
"0500000US32031","Washoe County, Nevada","15194","906","396","153","398","133","480","279","433","171","304","133","564","220","800","244","756","360","828","269","1189","301","2264","446","2832","451","1675","375","811","204","976","276","488","170",
"0500000US32033","White Pine County, Nevada","120","108","0","20","0","20","1","2","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","119","108","0","20","0","20",
"0500000US32510","Carson City, Nevada","1438","257","32","41","54","53","60","70","41","36","84","73","52","73","123","90","111","85","136","127","166","111","74","103","200","107","109","83","96","113","63","75","37","33",
"0500000US33001","Belknap County, New Hampshire","180","92","0","29","0","29","33","50","0","29","40","70","0","29","6","9","0","29","0","29","0","29","0","29","0","29","22","36","20","30","11","18","48","44",
"0500000US33003","Carroll County, New Hampshire","129","91","37","51","0","29","0","29","0","29","20","35","0","29","0","29","0","29","0","29","1","3","0","29","0","29","5","7","0","29","66","76","0","29",
"0500000US33005","Cheshire County, New Hampshire","183","120","0","29","0","29","15","26","0","29","0","29","0","29","0","29","55","95","0","29","46","58","0","29","23","27","0","29","0","29","24","33","20","33",
"0500000US33007","Coos County, New Hampshire","35","39","0","26","2","3","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","5","7","0","26","0","26","28","41","0","26","0","26",
"0500000US33009","Grafton County, New Hampshire","251","127","32","46","8","8","0","29","0","29","58","70","0","29","0","29","0","29","1","3","31","36","1","4","60","74","8","12","41","37","11","15","0","29",
"0500000US33011","Hillsborough County, New Hampshire","2998","467","110","66","19","23","22","25","73","81","99","94","279","155","314","233","232","162","171","122","141","87","232","110","533","227","184","122","166","107","281","158","142","71",
"0500000US33013","Merrimack County, New Hampshire","247","101","0","29","0","29","0","29","0","29","0","29","0","29","10","16","12","18","46","39","60","61","9","18","0","29","55","37","7","14","25","33","23","25",
"0500000US33015","Rockingham County, New Hampshire","1087","271","18","28","12","15","0","29","14","21","24","37","7","13","1","3","0","29","42","41","23","32","17","19","368","208","67","79","205","113","83","71","206","112",
"0500000US33017","Strafford County, New Hampshire","439","195","0","29","19","32","0","29","0","29","0","29","0","29","28","36","58","94","11","18","21","32","0","29","93","81","60","53","57","60","74","52","18","19",
"0500000US33019","Sullivan County, New Hampshire","139","140","0","26","18","33","0","26","0","26","0","26","0","26","0","26","4","5","0","26","0","26","0","26","112","135","1","3","0","26","0","26","4","5",
"0500000US34001","Atlantic County, New Jersey","7323","702","437","222","464","176","392","177","372","165","534","258","359","126","385","184","200","109","231","147","661","212","776","236","889","221","375","171","502","186","287","148","459","195",
"0500000US34003","Bergen County, New Jersey","20883","1111","658","234","711","227","426","163","494","217","445","222","587","209","611","237","571","231","691","239","1165","268","1746","454","3100","457","2213","413","1606","345","2954","465","2905","473",
"0500000US34005","Burlington County, New Jersey","4705","507","246","142","186","133","65","55","58","45","241","174","75","53","261","222","61","50","187","110","169","94","269","127","940","276","567","188","317","117","725","266","338","130",
"0500000US34007","Camden County, New Jersey","16050","915","1206","330","948","267","1040","331","908","295","510","199","1217","345","775","329","567","191","500","185","1003","237","1292","392","2332","461","1174","321","826","263","965","249","787","240",
"0500000US34009","Cape May County, New Jersey","893","284","10","16","10","19","0","32","42","57","47","57","222","245","42","58","81","82","3","5","38","55","86","70","207","119","40","34","28","33","25","38","12","15",
"0500000US34011","Cumberland County, New Jersey","5328","665","145","89","507","251","169","159","191","135","161","85","336","189","83","60","337","137","273","190","371","212","898","304","596","194","464","295","276","145","360","151","161","93",
"0500000US34013","Essex County, New Jersey","33035","1203","2071","419","1812","458","1521","386","1413","352","1247","352","1367","366","1504","360","1610","451","1224","350","2648","452","3873","595","4200","595","2565","376","1671","340","2426","407","1883","330",
"0500000US34015","Gloucester County, New Jersey","2584","434","50","53","89","69","116","99","162","110","42","56","32","38","205","125","88","88","34","40","226","148","133","107","253","101","199","99","335","191","138","70","482","164",
"0500000US34017","Hudson County, New Jersey","36696","1351","2534","462","1870","340","1540","350","1572","412","1542","345","1675","343","1383","269","1471","383","1627","428","2495","522","3773","535","5371","663","2692","487","2514","361","2319","443","2318","391",
"0500000US34019","Hunterdon County, New Jersey","703","170","18","17","22","34","114","74","0","32","0","32","0","32","0","32","0","32","80","68","49","54","31","35","90","64","46","48","85","75","76","56","92","57",
"0500000US34021","Mercer County, New Jersey","9428","847","888","388","354","160","389","188","346","199","150","119","393","200","505","214","207","185","351","179","635","283","991","403","1682","381","1013","326","734","323","323","158","467","232",
"0500000US34023","Middlesex County, New Jersey","26055","1130","1031","354","1350","432","692","221","1058","329","1040","314","688","228","698","272","893","439","748","279","1621","383","2402","437","4178","625","2630","393","2292","402","2520","423","2214","395",
"0500000US34025","Monmouth County, New Jersey","7796","755","421","189","207","111","194","121","313","156","315","132","179","109","136","70","205","106","538","254","417","161","609","212","993","253","921","216","447","203","746","270","1155","306",
"0500000US34027","Morris County, New Jersey","7552","733","273","157","159","95","76","75","64","50","252","142","543","243","223","156","372","192","286","148","338","168","709","198","1095","285","932","300","467","193","877","333","886","239",
"0500000US34029","Ocean County, New Jersey","5851","631","110","64","40","39","102","72","130","76","49","72","172","124","209","133","489","411","183","101","475","206","937","316","759","225","759","248","503","196","553","212","381","187",
"0500000US34031","Passaic County, New Jersey","26526","1105","1314","363","1867","396","996","233","1004","283","1169","371","785","213","1328","285","853","235","1071","268","1562","340","2719","488","3333","545","2979","542","1546","269","2106","397","1894","371",
"0500000US34033","Salem County, New Jersey","770","193","58","53","64","52","34","38","7","10","33","40","6","13","6","11","39","37","0","32","87","76","157","131","95","60","83","57","0","32","101","73","0","32",
"0500000US34035","Somerset County, New Jersey","7720","675","254","131","23","35","391","215","318","190","160","122","280","194","234","91","452","214","201","132","446","220","731","274","1253","406","740","215","523","182","690","251","1024","297",
"0500000US34037","Sussex County, New Jersey","1488","274","24","25","0","32","16","25","16","28","0","32","52","55","73","75","150","156","5","8","140","81","108","69","107","61","211","101","171","87","197","130","218","104",
"0500000US34039","Union County, New Jersey","33057","1255","1039","292","1130","286","540","174","719","212","1344","340","1476","301","1349","298","1363","353","1819","539","2481","506","3573","483","5761","694","2945","439","1951","319","2752","478","2815","394",
"0500000US34041","Warren County, New Jersey","970","215","15","23","57","64","11","17","0","32","0","32","73","65","35","37","0","32","0","32","94","83","132","74","208","99","136","89","36","28","106","71","67","47",
"0500000US35001","Bernalillo County, New Mexico","29487","1339","1991","390","1899","536","1897","529","1436","350","1629","397","1293","362","1514","429","1442","431","1449","409","2210","523","3135","535","3228","484","2240","395","1207","296","1714","451","1203","311",
"0500000US35003","Catron County, New Mexico","54","55","16","23","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","33","51","5","10","0","13","0","13","0","13",
"0500000US35005","Chaves County, New Mexico","2324","399","125","89","126","98","130","122","163","89","117","95","131","96","89","57","76","57","188","118","155","86","234","139","511","264","189","91","36","30","10","19","44","52",
"0500000US35006","Cibola County, New Mexico","383","214","0","25","1","2","71","63","32","40","11","19","0","25","18","31","9","16","0","25","16","26","0","25","115","146","3","8","44","67","15","25","48","76",
"0500000US35007","Colfax County, New Mexico","515","171","40","47","35","34","10","14","19","35","17","23","39","43","21","32","84","94","37","31","63","50","125","87","19","23","0","21","0","21","3","5","3","6",
"0500000US35009","Curry County, New Mexico","3070","367","259","131","254","132","212","136","66","71","313","155","155","139","163","140","140","98","173","144","118","92","266","146","405","164","104","84","115","97","223","148","104","91",
"0500000US35011","De Baca County, New Mexico","316","115","0","13","42","41","0","13","112","123","0","13","1","4","0","13","11","19","16","26","1","2","0","13","0","13","117","151","0","13","15","23","1","3",
"0500000US35013","Doña Ana County, New Mexico","16157","918","1561","358","1248","290","1102","325","1011","279","846","288","1304","462","911","248","532","170","790","303","1321","410","1835","592","1866","427","677","242","388","150","353","131","412","194",
"0500000US35015","Eddy County, New Mexico","2172","456","186","140","163","106","107","157","91","70","95","70","90","72","0","31","64","38","23","33","210","125","146","111","183","85","177","151","328","251","138","111","171","156",
"0500000US35017","Grant County, New Mexico","747","226","93","95","71","65","6","10","0","25","15","20","62","53","14","24","23","41","61","76","89","91","28","28","40","33","66","59","85","65","88","120","6","14",
"0500000US35019","Guadalupe County, New Mexico","269","115","27","28","10","11","20","18","72","75","18","26","38","41","3","6","0","13","21","24","13","16","9","13","1","3","13","22","4","9","20","19","0","13",
"0500000US35021","Harding County, New Mexico","56","30","0","13","2","3","4","6","3","4","0","13","6","9","0","13","12","17","3","5","2","3","0","13","1","2","7","8","0","13","0","13","16","19",
"0500000US35023","Hidalgo County, New Mexico","133","53","4","6","0","13","5","8","13","15","0","13","9","13","0","13","6","10","19","18","34","35","0","13","26","27","6","10","0","13","11","12","0","13",
"0500000US35025","Lea County, New Mexico","2677","464","232","117","179","133","49","42","40","33","134","124","205","135","30","31","63","52","30","32","302","142","269","131","508","194","172","118","148","116","97","62","219","108",
"0500000US35027","Lincoln County, New Mexico","356","166","105","111","0","25","6","8","39","32","0","25","5","9","10","17","57","81","16","18","50","48","27","38","12","14","15","22","0","25","14","23","0","25",
"0500000US35028","Los Alamos County, New Mexico","463","190","9","15","0","21","55","69","8","14","0","21","0","21","79","96","0","21","8","12","0","21","122","143","166","108","0","21","0","21","0","21","16","25",
"0500000US35029","Luna County, New Mexico","898","257","18","17","15","19","56","46","40","35","56","47","108","93","93","99","50","36","120","145","121","116","100","82","54","49","5","10","36","37","18","22","8","13",
"0500000US35031","McKinley County, New Mexico","1306","252","236","115","16","27","38","31","57","47","119","91","12","21","18","18","65","59","20","25","81","54","360","201","86","50","128","96","0","31","49","46","21","29",
"0500000US35033","Mora County, New Mexico","512","160","42","46","143","122","32","37","50","48","65","62","22","31","10","14","69","75","2","4","37","44","0","13","4","6","31","50","0","13","0","13","5","7",
"0500000US35035","Otero County, New Mexico","1697","385","190","163","174","103","67","69","87","75","30","37","230","183","68","72","194","120","96","87","9","13","91","80","170","101","201","115","25","50","47","40","18","29",
"0500000US35037","Quay County, New Mexico","375","144","136","88","62","66","17","29","45","38","24","36","5","29","0","19","0","19","2","7","15","23","6","15","33","44","0","19","0","19","15","26","15","24",
"0500000US35039","Rio Arriba County, New Mexico","4722","416","256","101","277","102","226","82","405","154","190","89","218","110","214","112","275","95","233","109","388","151","480","168","467","162","406","171","271","122","235","130","181","92",
"0500000US35041","Roosevelt County, New Mexico","793","204","26","47","50","56","206","154","20","40","0","21","8","12","28","53","24","39","40","56","27","26","37","54","72","100","39","45","209","186","7","9","0","21",
"0500000US35043","Sandoval County, New Mexico","3997","452","288","134","324","182","147","91","33","18","223","141","140","116","144","82","187","94","133","74","187","99","437","159","397","117","453","234","390","186","367","151","147","79",
"0500000US35045","San Juan County, New Mexico","2601","336","248","114","182","130","221","121","186","119","167","91","89","62","86","55","329","195","77","63","284","135","195","88","254","111","109","66","65","53","61","52","48","45",
"0500000US35047","San Miguel County, New Mexico","2514","380","253","160","167","85","70","52","110","97","345","170","85","85","225","174","104","94","220","149","82","59","188","105","174","121","201","124","48","39","184","154","58","54",
"0500000US35049","Santa Fe County, New Mexico","6221","476","436","165","279","110","277","131","217","99","292","112","369","128","350","151","280","130","190","100","470","128","619","216","809","212","596","211","322","107","502","179","213","101",
"0500000US35051","Sierra County, New Mexico","199","121","50","60","0","21","0","21","0","21","20","29","0","21","67","74","0","21","0","21","8","13","0","21","54","70","0","21","0","21","0","21","0","21",
"0500000US35053","Socorro County, New Mexico","224","97","17","23","0","21","0","21","24","33","16","27","26","31","8","14","0","21","0","21","22","23","10","16","36","43","20","27","0","21","0","21","45","60",
"0500000US35055","Taos County, New Mexico","1093","341","108","90","13","11","16","20","54","76","10","11","86","87","5","6","14","20","86","92","123","93","157","122","118","152","94","69","160","152","29","26","20","29",
"0500000US35057","Torrance County, New Mexico","891","223","63","55","69","54","41","32","86","57","120","101","8","12","28","28","141","109","0","21","29","31","63","79","90","80","90","109","23","30","14","20","26","27",
"0500000US35059","Union County, New Mexico","62","39","20","24","2","3","2","4","0","13","0","13","0","13","0","13","0","13","4","6","2","4","3","6","24","32","5","10","0","13","0","13","0","13",
"0500000US35061","Valencia County, New Mexico","2733","504","223","110","108","98","80","67","107","68","53","50","301","167","138","87","159","126","30","29","512","306","224","116","466","189","82","56","76","75","50","52","124","108",
"0500000US36001","Albany County, New York","2567","442","360","163","373","242","120","95","76","71","151","140","127","110","75","62","59","65","179","115","45","47","120","91","435","239","132","77","154","122","136","100","25","28",
"0500000US36003","Allegany County, New York","24","16","6","6","4","6","1","9","2","2","0","28","0","28","0","28","0","28","0","28","0","28","2","3","3","5","0","28","6","6","0","28","0","28",
"0500000US36005","Bronx County, New York","159028","2853","19726","1355","17243","1458","9388","922","8113","832","8660","965","7279","937","7234","799","6653","808","6793","951","11870","1110","14708","1249","14641","1244","9795","1050","5401","774","6739","804","4785","620",
"0500000US36007","Broome County, New York","1121","266","264","143","55","81","0","31","83","80","34","41","60","66","34","38","31","33","58","54","95","113","28","37","202","144","85","61","76","65","0","31","16","22",
"0500000US36009","Cattaraugus County, New York","239","96","9","10","40","49","14","15","0","31","10","11","54","70","4","5","28","33","0","31","0","31","3","6","30","22","0","31","21","17","18","21","8","13",
"0500000US36011","Cayuga County, New York","511","166","164","117","19","27","97","123","6","9","29","35","16","27","0","31","18","26","0","31","4","8","7","9","83","81","38","43","16","23","7","7","7","9",
"0500000US36013","Chautauqua County, New York","1588","266","255","109","101","101","0","31","79","56","125","112","89","108","43","39","19","20","89","111","214","137","165","92","282","127","66","64","50","65","6","9","5","8",
"0500000US36015","Chemung County, New York","267","111","0","31","71","80","36","45","0","31","0","31","0","31","0","31","6","9","0","31","0","31","29","40","82","44","25","38","12","16","0","31","6","10",
"0500000US36017","Chenango County, New York","195","66","0","28","17","20","0","28","24","20","0","28","0","28","0","28","12","21","14","22","11","18","9","14","3","5","2","5","6","11","90","58","7","10",
"0500000US36019","Clinton County, New York","132","68","23","25","0","31","23","25","0","31","6","13","0","31","0","31","0","31","5","9","23","27","0","31","0","31","0","31","8","12","26","40","18","22",
"0500000US36021","Columbia County, New York","628","202","51","53","33","41","0","31","5","10","193","145","50","59","7","12","36","44","22","23","29","35","30","32","106","82","34","41","17","33","0","31","15","12",
"0500000US36023","Cortland County, New York","195","113","92","100","15","26","1","3","10","17","12","19","3","5","0","28","10","15","0","28","8","9","9","15","30","39","0","28","0","28","0","28","5","7",
"0500000US36025","Delaware County, New York","124","72","0","28","0","28","39","56","0","28","0","28","0","28","4","10","0","28","35","35","0","28","6","8","0","28","22","31","9","14","0","28","9","11",
