"GEO_ID","NAME","B01001C_001E","B01001C_001M","B01001C_002E","B01001C_002M","B01001C_003E","B01001C_003M","B01001C_004E","B01001C_004M","B01001C_005E","B01001C_005M","B01001C_006E","B01001C_006M","B01001C_007E","B01001C_007M","B01001C_008E","B01001C_008M","B01001C_009E","B01001C_009M","B01001C_010E","B01001C_010M","B01001C_011E","B01001C_011M","B01001C_012E","B01001C_012M","B01001C_013E","B01001C_013M","B01001C_014E","B01001C_014M","B01001C_015E","B01001C_015M","B01001C_016E","B01001C_016M","B01001C_017E","B01001C_017M","B01001C_018E","B01001C_018M","B01001C_019E","B01001C_019M","B01001C_020E","B01001C_020M","B01001C_021E","B01001C_021M","B01001C_022E","B01001C_022M","B01001C_023E","B01001C_023M","B01001C_024E","B01001C_024M","B01001C_025E","B01001C_025M","B01001C_026E","B01001C_026M","B01001C_027E","B01001C_027M","B01001C_028E","B01001C_028M","B01001C_029E","B01001C_029M","B01001C_030E","B01001C_030M","B01001C_031E","B01001C_031M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Male:","Margin of Error!!Total:!!Male:","Estimate!!Total:!!Male:!!Under 5 years","Margin of Error!!Total:!!Male:!!Under 5 years","Estimate!!Total:!!Male:!!5 to 9 years","Margin of Error!!Total:!!Male:!!5 to 9 years","Estimate!!Total:!!Male:!!10 to 14 years","Margin of Error!!Total:!!Male:!!10 to 14 years","Estimate!!Total:!!Male:!!15 to 17 years","Margin of Error!!Total:!!Male:!!15 to 17 years","Estimate!!Total:!!Male:!!18 and 19 years","Margin of Error!!Total:!!Male:!!18 and 19 years","Estimate!!Total:!!Male:!!20 to 24 years","Margin of Error!!Total:!!Male:!!20 to 24 years","Estimate!!Total:!!Male:!!25 to 29 years","Margin of Error!!Total:!!Male:!!25 to 29 years","Estimate!!Total:!!Male:!!30 to 34 years","Margin of Error!!Total:!!Male:!!30 to 34 years","Estimate!!Total:!!Male:!!35 to 44 years","Margin of Error!!Total:!!Male:!!35 to 44 years","Estimate!!Total:!!Male:!!45 to 54 years","Margin of Error!!Total:!!Male:!!45 to 54 years","Estimate!!Total:!!Male:!!55 to 64 years","Margin of Error!!Total:!!Male:!!55 to 64 years","Estimate!!Total:!!Male:!!65 to 74 years","Margin of Error!!Total:!!Male:!!65 to 74 years","Estimate!!Total:!!Male:!!75 to 84 years","Margin of Error!!Total:!!Male:!!75 to 84 years","Estimate!!Total:!!Male:!!85 years and over","Margin of Error!!Total:!!Male:!!85 years and over","Estimate!!Total:!!Female:","Margin of Error!!Total:!!Female:","Estimate!!Total:!!Female:!!Under 5 years","Margin of Error!!Total:!!Female:!!Under 5 years","Estimate!!Total:!!Female:!!5 to 9 years","Margin of Error!!Total:!!Female:!!5 to 9 years","Estimate!!Total:!!Female:!!10 to 14 years","Margin of Error!!Total:!!Female:!!10 to 14 years","Estimate!!Total:!!Female:!!15 to 17 years","Margin of Error!!Total:!!Female:!!15 to 17 years","Estimate!!Total:!!Female:!!18 and 19 years","Margin of Error!!Total:!!Female:!!18 and 19 years","Estimate!!Total:!!Female:!!20 to 24 years","Margin of Error!!Total:!!Female:!!20 to 24 years","Estimate!!Total:!!Female:!!25 to 29 years","Margin of Error!!Total:!!Female:!!25 to 29 years","Estimate!!Total:!!Female:!!30 to 34 years","Margin of Error!!Total:!!Female:!!30 to 34 years","Estimate!!Total:!!Female:!!35 to 44 years","Margin of Error!!Total:!!Female:!!35 to 44 years","Estimate!!Total:!!Female:!!45 to 54 years","Margin of Error!!Total:!!Female:!!45 to 54 years","Estimate!!Total:!!Female:!!55 to 64 years","Margin of Error!!Total:!!Female:!!55 to 64 years","Estimate!!Total:!!Female:!!65 to 74 years","Margin of Error!!Total:!!Female:!!65 to 74 years","Estimate!!Total:!!Female:!!75 to 84 years","Margin of Error!!Total:!!Female:!!75 to 84 years","Estimate!!Total:!!Female:!!85 years and over","Margin of Error!!Total:!!Female:!!85 years and over",
"0500000US48205","Hartley County, Texas","42","44","17","26","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","14","27","1","3","2","5","0","21","0","21","25","34","0","21","0","21","0","21","0","21","0","21","1","3","0","21","0","21","0","21","0","21","24","33","0","21","0","21","0","21",
"0500000US48207","Haskell County, Texas","4","6","3","4","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","3","4","0","21","0","21","0","21","0","21","0","21","1","3","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","1","3","0","21","0","21","0","21","0","21","0","21",
"0500000US48209","Hays County, Texas","1843","661","906","388","26","32","62","36","6","11","81","80","30","52","61","76","107","138","170","187","189","139","114","87","29","45","7","11","24","36","0","35","937","386","145","166","0","35","55","69","50","59","24","38","57","50","101","99","57","67","90","98","246","211","18","27","84","69","10","18","0","35",
"0500000US48211","Hemphill County, Texas","14","19","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","14","19","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","14","19","0","15","0","15",
"0500000US48213","Henderson County, Texas","312","119","164","82","0","35","0","35","2","5","17","21","11","14","0","35","0","35","19","26","13","20","11","14","16","14","27","32","20","20","28","38","148","68","1","6","0","35","0","35","6","12","0","35","4","6","3","6","10","15","5","8","31","28","21","21","45","37","21","26","1","2",
"0500000US48215","Hidalgo County, Texas","3170","754","1683","412","76","72","82","48","83","44","215","99","118","100","212","109","107","66","112","71","159","70","267","149","101","56","87","54","14","16","50","51","1487","405","49","63","104","83","62","57","11","18","77","56","193","107","185","129","80","56","170","99","314","141","105","55","78","39","14","18","45","20",
"0500000US48217","Hill County, Texas","220","106","177","96","38","53","12","18","11","17","0","31","15","16","21","23","0","31","0","31","25","23","33","24","8","8","13","16","1","2","0","31","43","30","4","7","0","31","0","31","1","3","0","31","9","14","0","31","0","31","0","31","17","15","6","6","4","7","2","4","0","31",
"0500000US48219","Hockley County, Texas","82","41","34","29","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","20","24","8","9","0","28","6","12","0","28","0","28","48","32","0","28","0","28","4","9","5","8","4","7","0","28","0","28","1","3","11","15","0","28","9","8","2","3","0","28","12","9",
"0500000US48221","Hood County, Texas","234","99","124","82","0","35","0","35","0","35","24","30","0","35","8","21","0","35","12","16","0","35","54","45","0","35","20","30","6","12","0","35","110","64","0","35","0","35","0","35","17","34","0","35","0","35","5","10","0","35","19","28","15","20","17","24","12","20","0","35","25","29",
"0500000US48223","Hopkins County, Texas","150","71","64","35","0","31","0","31","4","8","13","14","0","31","9","12","0","31","5","8","14","17","0","31","8","11","8","11","3","5","0","31","86","56","15","25","17","24","3","5","7","9","0","31","0","31","0","31","0","31","12","15","12","10","17","16","3","5","0","31","0","31",
"0500000US48225","Houston County, Texas","153","123","129","101","0","28","0","28","16","26","16","28","0","28","0","28","0","28","58","63","21","26","9","19","8","17","0","28","1","2","0","28","24","33","0","28","0","28","15","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","9","15","0","28","0","28",
"0500000US48227","Howard County, Texas","131","52","103","44","0","31","0","31","0","31","4","9","7","14","0","31","16","26","9","21","6","10","9","19","0","31","44","24","8","18","0","31","28","29","0","31","6","10","0","31","0","31","0","31","0","31","0","31","0","31","7","12","0","31","15","21","0","31","0","31","0","31",
"0500000US48229","Hudspeth County, Texas","38","39","4","7","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","4","7","0","15","0","15","0","15","0","15","0","15","34","39","0","15","10","12","10","12","0","15","0","15","0","15","0","15","12","16","0","15","0","15","0","15","2","3","0","15","0","15",
"0500000US48231","Hunt County, Texas","941","333","601","271","35","27","27","38","0","35","145","161","36","37","44","37","8","12","0","35","172","106","67","86","27","21","34","17","6","10","0","35","340","105","0","35","31","31","95","38","34","27","24","29","9","15","0","35","0","35","88","73","13","13","21","19","19","27","6","10","0","35",
"0500000US48233","Hutchinson County, Texas","367","147","186","99","0","28","0","28","0","28","0","28","0","28","15","22","23","36","86","81","6","12","5","10","43","29","8","10","0","28","0","28","181","96","10","16","13","22","0","28","0","28","0","28","33","39","11","16","14","23","18","26","23","24","26","18","7","9","0","28","26","23",
"0500000US48235","Irion County, Texas","4","7","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","4","7","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","4","7","0","15",
"0500000US48237","Jack County, Texas","2","4","2","4","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","2","4","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US48239","Jackson County, Texas","15","15","11","11","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","9","10","0","23","2","5","0","23","0","23","0","23","4","13","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","4","13","0","23","0","23","0","23","0","23",
"0500000US48241","Jasper County, Texas","2","4","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","2","4","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","2","4","0","31",
"0500000US48243","Jeff Davis County, Texas","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US48245","Jefferson County, Texas","1037","374","590","199","0","35","4","7","84","75","23","27","63","78","22","32","59","52","46","45","61","44","65","71","71","58","43","51","39","56","10","16","447","207","0","35","39","53","50","56","0","35","36","40","23","27","30","32","26","32","78","66","73","54","36","25","16","21","7","12","33","44",
"0500000US48247","Jim Hogg County, Texas","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US48249","Jim Wells County, Texas","188","158","140","121","34","57","5","9","0","31","0","31","0","31","14","31","15","28","19","32","9","16","30","32","9","14","5","10","0","31","0","31","48","44","0","31","19","28","4","7","0","31","0","31","0","31","0","31","5","9","0","31","10","15","8","14","2","6","0","31","0","31",
"0500000US48251","Johnson County, Texas","942","312","352","146","0","35","0","35","59","53","7","11","2","4","27","35","0","35","44","35","49","47","7","8","84","89","57","58","16","18","0","35","590","260","0","35","0","35","14","20","3","5","77","70","26","40","7","14","8","12","84","73","35","22","147","121","45","29","51","56","93","125",
"0500000US48253","Jones County, Texas","117","69","116","69","0","23","0","23","0","23","0","23","10","22","22","35","0","23","30","37","26","31","0","23","6","10","22","34","0","23","0","23","1","2","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","1","2","0","23","0","23",
"0500000US48255","Karnes County, Texas","57","50","21","27","0","23","0","23","0","23","0","23","0","23","6","14","8","18","0","23","0","23","7","14","0","23","0","23","0","23","0","23","36","44","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","36","44","0","23","0","23","0","23",
"0500000US48257","Kaufman County, Texas","870","529","408","254","0","35","0","35","70","55","2","4","0","35","54","74","46","59","15","19","56","67","91","79","44","59","30","34","0","35","0","35","462","287","0","35","57","58","0","35","72","81","0","35","6","13","62","73","11","17","100","79","19","19","68","66","43","56","24","37","0","35",
"0500000US48259","Kendall County, Texas","63","44","17","24","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","4","11","13","21","0","31","0","31","46","43","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","10","16","36","39","0","31","0","31",
"0500000US48261","Kenedy County, Texas","1","2","1","2","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","1","2","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US48263","Kent County, Texas","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US48265","Kerr County, Texas","279","165","211","129","9","11","0","35","1","4","2","4","4","6","0","35","8","13","19","20","50","49","39","40","26","29","5","9","33","49","15","20","68","65","0","35","0","35","0","35","1","4","9","23","0","35","0","35","0","35","33","54","0","35","0","35","7","12","18","28","0","35",
"0500000US48267","Kimble County, Texas","16","24","14","24","0","15","0","15","0","15","0","15","0","15","0","15","2","4","0","15","10","20","2","6","0","15","0","15","0","15","0","15","2","4","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","2","4","0","15","0","15","0","15","0","15",
"0500000US48269","King County, Texas","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US48271","Kinney County, Texas","92","87","41","67","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","41","67","0","15","0","15","0","15","0","15","0","15","51","63","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","51","63","0","15","0","15",
"0500000US48273","Kleberg County, Texas","318","151","85","83","0","31","0","31","0","31","0","31","0","31","0","31","10","19","60","73","0","31","15","26","0","31","0","31","0","31","0","31","233","117","0","31","0","31","0","31","0","31","5","12","32","53","0","31","0","31","138","130","4","8","18","23","36","49","0","31","0","31",
"0500000US48275","Knox County, Texas","7","7","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","7","7","0","15","0","15","0","15","0","15","0","15","1","3","0","15","0","15","2","3","0","15","0","15","4","6","0","15","0","15",
"0500000US48277","Lamar County, Texas","389","157","156","72","0","35","23","28","0","35","16","24","8","11","0","35","4","7","29","31","20","25","20","22","22","28","14","23","0","35","0","35","233","112","0","35","24","28","24","27","2","4","0","35","17","20","0","35","8","16","29","33","10","16","15","18","25","44","3","9","76","66",
"0500000US48279","Lamb County, Texas","48","53","40","47","0","23","6","8","6","9","15","20","5","6","0","23","0","23","0","23","1","4","0","23","7","10","0","23","0","23","0","23","8","8","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","4","6","0","23","4","5","0","23","0","23",
"0500000US48281","Lampasas County, Texas","141","90","98","82","7","12","25","33","0","28","0","28","0","28","0","28","0","28","0","28","45","44","21","32","0","28","0","28","0","28","0","28","43","33","0","28","0","28","0","28","0","28","0","28","0","28","2","4","0","28","3","5","0","28","23","22","0","28","15","24","0","28",
"0500000US48283","La Salle County, Texas","60","91","39","58","0","21","0","21","0","21","32","54","0","21","0","21","0","21","0","21","0","21","0","21","0","21","7","16","0","21","0","21","21","34","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","21","34","0","21","0","21","0","21","0","21",
"0500000US48285","Lavaca County, Texas","10","12","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","10","12","0","28","8","13","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","2","3","0","28","0","28",
"0500000US48287","Lee County, Texas","342","203","303","206","0","23","0","23","0","23","0","23","0","23","253","200","0","23","0","23","14","26","8","13","0","23","25","41","0","23","3","9","39","51","22","40","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","12","22","0","23","0","23","5","8","0","23",
"0500000US48289","Leon County, Texas","107","104","74","78","0","23","0","23","0","23","0","23","0","23","41","50","0","23","0","23","4","8","15","23","7","10","7","12","0","23","0","23","33","34","0","23","0","23","0","23","3","10","0","23","0","23","5","11","0","23","1","3","17","21","5","9","2","5","0","23","0","23",
"0500000US48291","Liberty County, Texas","847","724","314","320","38","52","127","196","2","5","0","35","0","35","0","35","48","71","0","35","99","122","0","35","0","35","0","35","0","35","0","35","533","424","46","69","0","35","170","168","140","160","9","14","0","35","18","27","2","3","90","110","24","29","8","12","24","35","2","4","0","35",
"0500000US48293","Limestone County, Texas","39","37","13","19","0","28","0","28","0","28","1","2","0","28","0","28","0","28","0","28","0","28","1","5","4","10","0","28","0","28","7","17","26","35","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","3","5","0","28","23","35","0","28","0","28",
"0500000US48295","Lipscomb County, Texas","11","14","4","8","0","15","0","15","2","4","2","4","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","7","9","0","15","0","15","0","15","0","15","0","15","0","15","4","6","0","15","0","15","3","5","0","15","0","15","0","15","0","15",
"0500000US48297","Live Oak County, Texas","18","28","18","28","0","23","0","23","0","23","0","23","9","19","0","23","0","23","0","23","9","20","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23",
"0500000US48299","Llano County, Texas","38","29","12","15","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","4","7","0","28","0","28","8","14","0","28","0","28","26","23","0","28","0","28","0","28","0","28","0","28","0","28","12","18","0","28","0","28","0","28","10","14","0","28","4","7","0","28",
"0500000US48301","Loving County, Texas","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US48303","Lubbock County, Texas","1890","465","869","224","17","20","36","43","25","24","28","35","65","56","166","99","53","41","153","83","91","56","65","52","105","87","41","31","7","10","17","25","1021","319","42","38","67","50","63","48","97","126","53","77","69","49","123","77","61","46","100","63","195","110","100","53","50","75","1","3","0","35",
"0500000US48305","Lynn County, Texas","64","55","42","35","0","21","0","21","0","21","0","21","0","21","0","21","27","26","0","21","12","21","3","7","0","21","0","21","0","21","0","21","22","37","0","21","5","9","0","21","0","21","0","21","11","19","0","21","0","21","0","21","6","10","0","21","0","21","0","21","0","21",
"0500000US48307","McCulloch County, Texas","59","44","17","17","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","13","16","0","21","4","6","0","21","0","21","0","21","42","35","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","14","16","6","8","9","13","1","4","12","18",
"0500000US48309","McLennan County, Texas","1366","471","702","249","13","19","6","9","133","83","63","54","16","25","33","32","17","21","63","65","162","92","30","23","125","112","37","35","4","6","0","35","664","261","4","7","27","38","25","19","7","10","48","48","136","127","64","57","37","33","116","88","86","33","29","18","23","23","62","58","0","35",
